target_month,gold_state_signal_month,ktb_signal_date,cpi_release_date,fx_signal_date,gold_trend_signal_date,ktb_10y_pct,cpi_yoy_pct,real_yield_proxy_pct,fx_momentum_63d,gold_trend_252d,real_yield_change_3m_pctpt,real_yield_proxy_pct_rank,real_yield_proxy_pct_prior_count,real_yield_change_3m_pctpt_rank,real_yield_change_3m_pctpt_prior_count,fx_momentum_63d_rank,fx_momentum_63d_prior_count,gold_trend_252d_rank,gold_trend_252d_prior_count,real_yield_support,fx_support,gold_trend_support,gold_composite_state,real_yield_active,fx_active,gold_trend_active,gold_composite_active,raw_real_yield_support,raw_fx_support,raw_gold_trend_support,raw_gold_composite_state,raw_gold_composite_z,gold_calibration_observations,gold_calibration_slope,raw_gold_composite_z_current,calibrated_gold_alpha_active,calibrated_gold_mu_adjustment,future_1m_gold_return,future_3m_gold_return,future_6m_gold_return,recent_1m_gold_return,gold_realized_vol_21d,macro_fragility,vix6_stress_score
2008-02,2008-01,2008-01-31,2008-01-31,2008-01-31,2008-01-31,5.24,3.6,1.6400000000000001,0.039540339912146116,0.3434770077237763,-1.6199999999999997,,22,,19,,22,,22,0.5,0.5,0.5,0.5,False,False,False,False,0.9766304347826087,0.9782608695652174,0.8043478260869565,0.9197463768115942,,19,0.0,,False,0.0,0.06178764605587439,-0.024469540760789887,0.041686315782975214,0.10895704479819779,0.2263445145337066,0.548243318679785,0.6374043030072718
2008-03,2008-02,2008-02-29,2008-02-29,2008-02-29,2008-02-29,5.23,3.9,1.3300000000000005,0.006879849215852829,0.3792977001438089,-1.3599999999999999,,23,,20,,23,,23,0.5,0.5,0.5,0.5,False,False,False,False,0.9300595238095237,0.5625,0.8541666666666666,0.7822420634920634,,20,0.0,,False,0.0,-0.054461019742220285,-0.03074842377956155,-0.03900441548637201,0.06178764605587439,0.18921953876407474,0.5565465650109351,0.587668445200261
2008-04,2008-03,2008-03-31,2008-03-31,2008-03-31,2008-03-31,5.29,3.6,1.69,0.057194017915854545,0.32001729726341477,-0.5100000000000002,,24,,21,,24,,24,0.5,0.5,0.5,0.5,False,False,False,False,0.7795454545454545,0.98,0.7,0.8198484848484848,,21,0.0,,False,0.0,-0.02831896024044145,0.11016821307321134,0.17691046260538124,-0.054461019742220285,0.29827559108778046,0.43943954012469855,0.5274413701575932
2008-05,2008-04,2008-04-30,2008-04-30,2008-04-30,2008-04-30,5.14,3.9,1.2399999999999998,0.06297555296775315,0.26182198051880157,-0.40000000000000036,,25,,22,,25,,25,0.5,0.5,0.5,0.5,False,False,False,False,0.8056020066889633,0.9807692307692307,0.5192307692307693,0.7685340022296544,,22,0.0,,False,0.0,0.05495357915696775,0.06781526493325307,0.07443889035903184,-0.02831896024044145,0.18229035078769726,0.4483553933775172,0.4680286725621713
2008-06,2008-05,2008-05-30,2008-05-31,2008-05-30,2008-05-30,5.7,4.1,1.6000000000000005,0.09286050171932292,0.2884065093277828,0.27,,26,,23,,26,,26,0.5,0.5,0.5,0.5,False,False,False,False,0.5891203703703705,0.9814814814814815,0.6481481481481481,0.7395833333333334,,23,0.0,,False,0.0,0.08300811250381623,-0.008517903823282102,0.2460633318544121,0.05495357915696775,0.2642508660210563,0.33997356026918657,0.5104176318429294
2008-07,2008-06,2008-06-30,2008-06-30,2008-06-30,2008-06-30,6.05,4.9,1.1499999999999995,0.052723289577986776,0.35215258800316285,-0.5400000000000005,,27,,24,,27,,27,0.5,0.5,0.5,0.5,False,False,False,False,0.8610714285714286,0.875,0.8035714285714286,0.846547619047619,,24,0.0,,False,0.0,-0.06538861887495995,0.06011904209309993,0.1741572202909547,0.08300811250381623,0.3009628187369281,0.572208655541989,0.6831293231709922
2008-08,2008-07,2008-07-31,2008-07-31,2008-07-31,2008-07-31,5.92,5.5,0.41999999999999993,0.0022782316339586828,0.31210460696437003,-0.8199999999999998,,28,,25,,28,,28,0.5,0.5,0.5,0.5,False,False,False,False,0.9048408488063661,0.43103448275862066,0.6724137931034483,0.6694297082228117,,25,0.0,,False,0.0,-0.02046016723963706,0.006202969411748471,0.38191853379939644,-0.06538861887495995,0.2221896866820128,0.6159812409812411,0.5052696849588909
2008-09,2008-08,2008-08-29,2008-08-31,2008-08-29,2008-08-29,5.96,5.9,0.05999999999999961,0.04510347229970879,0.216556497481454,-1.540000000000001,,29,,26,,29,,29,0.5,0.5,0.5,0.5,False,False,False,False,0.9638888888888889,0.85,0.38333333333333336,0.7324074074074075,,26,0.0,,False,0.0,0.1579810943978619,0.2567683639063094,0.6564038506772076,-0.02046016723963706,0.3918868492372898,0.7298798188320261,0.6021767779138312
2008-10,2008-09,2008-09-30,2008-09-30,2008-09-30,2008-09-30,5.86,5.6,0.2600000000000007,0.15046396569778686,0.14076159479840022,-0.8899999999999988,,30,,27,,30,,30,0.5,0.5,0.5,0.5,False,False,False,False,0.8954493087557603,0.9838709677419355,0.20967741935483872,0.6963325652841781,,27,0.0,,False,0.0,-0.11292155918896929,0.10757110632849076,0.22564016926769437,0.1579810943978619,0.4255302618633698,0.6033722826991577,0.6080814217442396
2008-11,2008-10,2008-10-31,2008-10-31,2008-10-31,2008-10-31,5.49,5.1,0.39000000000000057,0.257608273771063,-0.08835386317393468,-0.02999999999999936,,31,,28,,31,,31,0.5,0.5,0.5,0.5,False,False,False,False,0.6419719827586207,0.984375,0.015625,0.5473239942528735,,28,0.0,,False,0.0,0.22346555359402998,0.3733993794585009,0.20538583713084035,-0.11292155918896929,0.8971319798069545,0.825383793986923,0.8504830122889445
2008-12,2008-11,2008-11-28,2008-11-30,2008-11-28,2008-11-28,5.75,4.8,0.9500000000000002,0.2583814577468466,0.02560198886677778,0.8900000000000006,,32,,29,,32,,32,0.5,0.5,0.5,0.5,False,False,False,False,0.4568181818181819,0.9848484848484849,0.07575757575757576,0.5058080808080808,,29,0.0,,False,0.0,0.020511367618518905,0.317986590248615,0.08244514578570028,0.22346555359402998,0.6270435318037636,0.9471559142611774,0.587662425438711
2009-01,2008-12,2008-12-31,2008-12-31,2008-12-31,2008-12-31,4.22,4.5,-0.28000000000000025,0.00995107671861195,0.019372715318715095,-0.5400000000000009,,33,,30,,33,,33,0.5,0.5,0.5,0.5,False,False,False,False,0.8394212523719166,0.4852941176470588,0.07352941176470588,0.4660815939278937,,30,0.0,,False,0.0,0.09998624303183012,0.1066017904083767,0.02502201760616929,0.020511367618518905,0.3433800254973144,0.9436513459757966,0.7572844152837244
2009-02,2009-01,2009-01-30,2009-01-31,2009-01-30,2009-01-30,4.71,4.1,0.6100000000000003,0.08990041749952038,-0.0009852112639290311,0.21999999999999975,,34,,31,,34,,34,0.5,0.5,0.5,0.5,False,False,False,False,0.5698660714285715,0.8714285714285714,0.04285714285714286,0.49471726190476195,,31,0.0,,False,0.0,0.17410217114253035,-0.1223340747349867,-0.0858249512954331,0.09998624303183012,0.42352207993855895,0.9852236504078344,0.6729198918663233
2009-03,2009-02,2009-02-27,2009-02-28,2009-02-27,2009-02-27,5.06,3.7,1.3599999999999994,0.043403793537607704,-0.03563096350589756,0.40999999999999925,,35,,32,,35,,35,0.5,0.5,0.5,0.5,False,False,False,False,0.43749999999999994,0.7361111111111112,0.041666666666666664,0.4050925925925926,,32,0.0,,False,0.0,-0.14316297685112922,-0.17871308115394702,-0.20571870434394113,0.17410217114253035,0.32832725141525826,0.9600273486404687,0.6184779580046844
2009-04,2009-03,2009-03-31,2009-03-31,2009-03-31,2009-03-31,5.17,4.1,1.0700000000000003,0.10333443615295401,0.038618304294514516,1.3500000000000005,,36,,33,,36,,36,0.5,0.5,0.5,0.5,False,False,False,False,0.40600158982511925,0.9054054054054054,0.17567567567567569,0.49569422363540006,,33,0.0,,False,0.0,-0.127580985195188,-0.07372098392512205,-0.08820695383174426,-0.14316297685112922,0.38833785274113036,0.9724035114660114,0.6603465368737922
2009-05,2009-04,2009-04-30,2009-04-30,2009-04-30,2009-04-30,4.69,3.9,0.7900000000000005,-0.08450457520581889,0.007129688937856926,0.18000000000000016,,37,,34,,37,,37,0.5,0.5,0.5,0.5,False,False,False,False,0.5930451127819549,0.013157894736842105,0.11842105263157894,0.2415413533834587,,34,0.0,,False,0.0,0.09868086112257912,0.041597972974203756,0.11827417707185517,-0.127580985195188,0.4184457790703142,0.9476458694396303,0.5987435409586312
2009-06,2009-05,2009-05-29,2009-05-31,2009-05-29,2009-05-29,5.17,3.6,1.5699999999999998,-0.21696501558185766,0.10616928706287254,0.2100000000000004,,38,,35,,38,,38,0.5,0.5,0.5,0.5,False,False,False,False,0.500534188034188,0.01282051282051282,0.2948717948717949,0.2694088319088319,,35,0.0,,False,0.0,-0.033626207204167424,-0.03288208124383418,0.10887810528910302,0.09868086112257912,0.2779073192118061,0.9555834089145574,0.7754469721471016
2009-07,2009-06,2009-06-30,2009-06-30,2009-06-30,2009-06-30,5.19,2.7,2.49,-0.042837933284023855,-0.0024099170223665922,1.42,,39,,36,,39,,39,0.5,0.5,0.5,0.5,False,False,False,False,0.25050675675675677,0.0625,0.0625,0.12516891891891893,,36,0.0,,False,0.0,-0.018967436771355706,-0.01563888380847367,0.06759767664961891,-0.033626207204167424,0.18233084297504673,0.8969946119443224,0.5356013526978503
2009-08,2009-07,2009-07-31,2009-07-31,2009-07-31,2009-07-31,5.33,2.0,3.33,-0.04006625235822803,0.03565766892358457,2.5399999999999996,,40,,37,,40,,40,0.5,0.5,0.5,0.5,False,False,False,False,0.03706675224646988,0.08536585365853659,0.2073170731707317,0.10991655969191272,,37,0.0,,False,0.0,0.020119062590011394,0.07361401047921423,0.08546893246547294,-0.018967436771355706,0.15642002897725796,0.9109027294916147,0.5793765367439363
2009-09,2009-08,2009-08-31,2009-08-31,2009-08-31,2009-08-31,5.46,1.6,3.86,0.007309543366302407,0.1337149793798078,2.29,,41,,38,,41,,41,0.5,0.5,0.5,0.5,False,False,False,False,0.02518315018315015,0.4880952380952381,0.36904761904761907,0.2941086691086691,,38,0.0,,False,0.0,-0.016396277138381876,0.14658004342971798,0.07812400430686894,0.020119062590011394,0.1744817569825176,0.8734805336242731,0.47663381396306337
2009-10,2009-09,2009-09-30,2009-09-30,2009-09-30,2009-09-30,5.34,2.2,3.1399999999999997,-0.07704308592338371,0.1501290907798758,0.6499999999999995,,42,,39,,42,,42,0.5,0.5,0.5,0.5,False,False,False,False,0.19171511627906973,0.05813953488372093,0.45348837209302323,0.23444767441860462,,39,0.0,,False,0.0,0.06998365467097356,0.08455896833890919,0.07817598359532463,-0.016396277138381876,0.2544984436261692,0.6685976108656522,0.5110100909362509
2009-11,2009-10,2009-10-30,2009-10-31,2009-10-30,2009-10-30,5.43,2.2,3.2299999999999995,-0.02671706155098974,0.3436765127057111,-0.10000000000000053,,43,,40,,43,,43,0.5,0.5,0.5,0.5,False,False,False,False,0.35961751662971175,0.19318181818181818,0.8522727272727273,0.4683573540280857,,40,0.0,,False,0.0,0.0894494181999903,0.011042070865829423,0.054054464280827164,0.06998365467097356,0.20529137538683462,0.6076223450437286,0.6208937597410227
2009-12,2009-11,2009-11-30,2009-11-30,2009-11-30,2009-11-30,5.25,2.0,3.25,-0.06955562211554067,0.36458779606952163,-0.6099999999999999,,44,,41,,44,,44,0.5,0.5,0.5,0.5,False,False,False,False,0.4884920634920634,0.07777777777777778,0.9,0.4887566137566138,,41,0.0,,False,0.0,-0.06960159909106489,-0.0597045444102442,0.09284836009971031,0.0894494181999903,0.11406026122870606,0.49890528574982335,0.437161376532362
2010-01,2009-12,2009-12-31,2009-12-31,2009-12-31,2009-12-31,5.39,2.4,2.9899999999999998,-0.011058470212328864,0.21534625690272158,-0.1499999999999999,,45,,42,,45,,45,0.5,0.5,0.5,0.5,False,False,False,False,0.419994944388271,0.33695652173913043,0.532608695652174,0.42985338725985844,,42,0.0,,False,0.0,-0.002545254253908835,-0.005885327520144701,0.18916709528598474,-0.06960159909106489,0.25441505911780066,0.5215623176466551,0.3869047445271933
2010-02,2010-01,2010-01-29,2010-01-31,2010-01-29,2010-01-29,5.34,2.8,2.54,-0.020002397922243453,0.1688230304827485,-0.6899999999999995,,46,,43,,46,,46,0.5,0.5,0.5,0.5,False,False,False,False,0.6860493230174082,0.2872340425531915,0.43617021276595747,0.46981785944551907,,43,0.0,,False,0.0,0.013216330504507878,0.04254263462860952,0.0973223557764864,-0.002545254253908835,0.18332702878071724,0.39155559730441525,0.4755215673485539
2010-03,2010-02,2010-02-26,2010-02-28,2010-02-26,2010-02-26,5.14,3.5,1.6399999999999997,0.019036625273445296,0.16204065803738033,-1.6100000000000003,,47,,44,,47,,47,0.5,0.5,0.5,0.5,False,False,False,False,0.8218749999999999,0.6770833333333334,0.4270833333333333,0.6420138888888889,,44,0.0,,False,0.0,-0.01634885492958893,0.1622393297798861,0.1658783424975363,0.013216330504507878,0.22460435741912685,0.35054812075054576,0.46916697302973437
2010-04,2010-03,2010-03-31,2010-03-31,2010-03-31,2010-03-31,4.95,3.0,1.9500000000000002,-0.012645079422090255,0.18797309495196846,-1.0399999999999996,,48,,45,,48,,48,0.5,0.5,0.5,0.5,False,False,False,False,0.7514418811002662,0.336734693877551,0.47959183673469385,0.522589470570837,,45,0.0,,False,0.0,0.0460454184414143,0.19620716624125856,0.1765856621287789,-0.01634885492958893,0.17055361524339002,0.27831385015770405,0.3738195129021655
2010-05,2010-04,2010-04-30,2010-04-30,2010-04-30,2010-04-30,4.82,2.5,2.3200000000000003,-0.04370977767065565,0.2790509561183283,-0.21999999999999975,,49,,46,,49,,49,0.5,0.5,0.5,0.5,False,False,False,False,0.5456382978723404,0.09,0.71,0.4485460992907801,,46,0.0,,False,0.0,0.12954600586392062,0.05254434622464266,0.14768882545018958,0.0460454184414143,0.1643096109868499,0.22573887560019798,0.4181018819555672
2010-06,2010-05,2010-05-31,2010-05-31,2010-05-31,2010-05-28,4.93,2.6,2.3299999999999996,0.04849025187223077,0.2116852319170235,0.69,,50,,47,,50,,50,0.5,0.5,0.5,0.5,False,False,False,False,0.3471200980392157,0.8137254901960784,0.5392156862745098,0.566687091503268,,47,0.0,,False,0.0,0.012399527933277588,0.003131035600334897,0.07872123999533698,0.12954600586392062,0.448050950599069,0.1958342423787901,0.5500399626770266
2010-07,2010-06,2010-06-30,2010-06-30,2010-06-30,2010-06-30,4.95,2.7,2.25,0.10606698428631134,0.28855907232680167,0.2999999999999998,,51,,48,,51,,51,0.5,0.5,0.5,0.5,False,False,False,False,0.4412284144427002,0.9326923076923077,0.7403846153846154,0.7047684458398744,,48,0.0,,False,0.0,-0.07958318412828946,-0.01640309861554734,0.05246093668256746,0.012399527933277588,0.311784533517405,0.23055146135457838,0.5118358171401906
2010-08,2010-07,2010-07-30,2010-07-31,2010-07-30,2010-07-30,4.84,2.7,2.1399999999999997,0.05529718554222551,0.2315343091933224,-0.1800000000000006,,52,,49,,52,,52,0.5,0.5,0.5,0.5,False,False,False,False,0.5716037735849057,0.8207547169811321,0.5754716981132075,0.6559433962264151,,49,0.0,,False,0.0,0.07651773408382812,0.09039474637512357,0.07261322766139622,-0.07958318412828946,0.25498466966792865,0.24222619358488917,0.40281600387413874
2010-09,2010-08,2010-08-31,2010-08-31,2010-08-31,2010-08-31,4.38,2.5,1.88,-0.00584992487499747,0.26778522096312596,-0.44999999999999973,,53,,50,,53,,53,0.5,0.5,0.5,0.5,False,False,False,False,0.6571350762527233,0.4166666666666667,0.6388888888888888,0.5708968772694263,,50,0.0,,False,0.0,-0.0073150931450234324,0.07535426750081964,0.06028443283090157,0.07651773408382812,0.14569012933291162,0.25855777404739433,0.37890707430675297
2010-10,2010-09,2010-09-30,2010-09-30,2010-09-30,2010-09-30,4.11,2.7,1.4100000000000001,-0.06983523612316311,0.2577233860613424,-0.8399999999999999,,54,,51,,54,,54,0.5,0.5,0.5,0.5,False,False,False,False,0.7955419580419579,0.06363636363636363,0.5909090909090909,0.48336247086247086,,51,0.0,,False,0.0,0.020354638255976498,0.0700124565268414,0.04774406994344549,-0.0073150931450234324,0.11909552947658038,0.34375105570757747,0.3857720308009343
2010-11,2010-10,2010-10-29,2010-10-31,2010-10-29,2010-10-29,4.36,3.4,0.9600000000000004,-0.034116348203900415,0.25577309413791927,-1.1799999999999993,,55,,52,,55,,55,0.5,0.5,0.5,0.5,False,False,False,False,0.8722203504043126,0.15178571428571427,0.5803571428571429,0.5347877358490566,,52,0.0,,False,0.0,0.061668669292267664,-0.016307414147802346,0.0915078647812062,0.020354638255976498,0.2573058337095904,0.31880607537346994,0.336759665343251
2010-12,2010-11,2010-11-30,2010-11-30,2010-11-30,2010-11-30,4.38,3.7,0.6799999999999997,-0.01840227071465872,0.15789913466608407,-1.2000000000000002,,56,,53,,56,,56,0.5,0.5,0.5,0.5,False,False,False,False,0.8920565302144249,0.32456140350877194,0.35964912280701755,0.5254223521767382,,53,0.0,,False,0.0,-0.012246244942527795,-0.014013832580904828,0.01949679409040561,0.061668669292267664,0.25407828771290175,0.39190621986335594,0.6068482019031295
2011-01,2010-12,2010-12-31,2010-12-31,2010-12-31,2010-12-31,4.52,3.0,1.5199999999999996,0.003377115471091763,0.2567357026439261,0.10999999999999943,,57,,54,,57,,57,0.5,0.5,0.5,0.5,False,False,False,False,0.5532131661442006,0.49137931034482757,0.5948275862068966,0.546473354231975,,54,0.0,,False,0.0,-0.061959244988353146,-0.020811333968650092,-0.006771947628345876,-0.012246244942527795,0.20826555443259923,0.3838229892150813,0.3518005490678859
2011-02,2011-01,2011-01-31,2011-01-31,2011-01-31,2011-01-31,4.72,3.0,1.7199999999999998,0.0057440692344084,0.1811671986248058,0.7599999999999993,,58,,55,,58,,58,0.5,0.5,0.5,0.5,False,False,False,False,0.36735774818401945,0.5169491525423728,0.3983050847457627,0.4275373284907183,,55,0.0,,False,0.0,0.06414406020713548,0.10960261414962802,0.13820870888260162,-0.061959244988353146,0.18917647713250296,0.2760745855483998,0.32356450028976863
2011-03,2011-02,2011-02-28,2011-02-28,2011-02-28,2011-02-28,4.67,3.4,1.27,-0.029719870019215833,0.22950182535365649,0.5900000000000003,,59,,56,,59,,59,0.5,0.5,0.5,0.5,False,False,False,False,0.47083333333333327,0.15833333333333333,0.5416666666666666,0.3902777777777778,,56,0.0,,False,0.0,-0.019055932281579202,0.03398691358827843,0.21723648281762897,0.06414406020713548,0.11780282296785405,0.475506870265909,0.4823311448124028
2011-04,2011-03,2011-03-31,2011-03-31,2011-03-31,2011-03-31,4.48,3.9,0.5800000000000005,-0.021705697287699444,0.2378006941037185,-0.9399999999999991,0.09016393442622951,60,,57,0.27049180327868855,60,0.5819672131147541,60,0.5,0.27049180327868855,0.5819672131147541,0.5,False,True,True,False,0.8816421707179197,0.27049180327868855,0.5819672131147541,0.5780337290371208,,57,0.0,,False,0.0,0.06297438894833984,0.014337774554934235,0.2552845871186855,-0.019055932281579202,0.12552315771577074,0.3097724130302528,0.3492734591739761
2011-05,2011-04,2011-04-29,2011-04-30,2011-04-29,2011-04-29,4.48,4.1,0.3800000000000008,-0.044468010406661485,0.27825406260802055,-1.339999999999999,0.056451612903225805,61,,58,0.08870967741935484,61,0.7338709677419355,61,0.5,0.08870967741935484,0.7338709677419355,0.5,False,True,True,False,0.9251640240568617,0.08870967741935484,0.7338709677419355,0.5825815564060507,,58,0.0,,False,0.0,-0.00837379220656742,0.025780486066083075,0.13088443328808808,0.06297438894833984,0.13930641433281044,0.36969996513901837,0.5267275526830861
2011-06,2011-05,2011-05-31,2011-05-31,2011-05-31,2011-05-31,4.23,3.8,0.4300000000000006,-0.04607179189431676,0.22149091346932082,-0.8399999999999994,0.10317460317460317,62,,59,0.0873015873015873,62,0.5158730158730159,62,0.5,0.0873015873015873,0.5158730158730159,0.5,False,True,True,False,0.8359126984126983,0.0873015873015873,0.5158730158730159,0.4796957671957672,,59,0.0,,False,0.0,-0.03769708345789702,0.17722619776048587,0.20553335913768955,-0.00837379220656742,0.2169784593071896,0.3678815060908085,0.4616519646582022
2011-07,2011-06,2011-06-30,2011-06-30,2011-06-30,2011-06-30,4.29,3.9,0.3900000000000001,-0.0279524929263113,0.22109085717412214,-0.1900000000000004,0.0703125,63,0.5,60,0.2265625,63,0.5078125,63,0.71484375,0.2265625,0.5078125,0.4830729166666667,True,True,True,True,0.71484375,0.2265625,0.5078125,0.4830729166666667,-0.10220176198173031,60,0.0,-0.10220176198173031,True,-0.0,0.07496576852780223,0.23754100321214255,0.1538733880863854,-0.03769708345789702,0.15769726224601985,0.4996893968003766,0.4698506128364458
2011-08,2011-07,2011-07-29,2011-07-31,2011-07-29,2011-07-29,4.2,4.2,0.0,-0.017950411123843324,0.3152448236527734,-0.3800000000000008,0.023076923076923078,64,0.4112903225806452,61,0.3769230769230769,64,0.823076923076923,64,0.7828163771712159,0.3769230769230769,0.823076923076923,0.6609387923904053,True,True,True,True,0.7828163771712159,0.3769230769230769,0.823076923076923,0.6609387923904053,0.8820394326338091,61,0.0,0.8820394326338091,True,0.0,0.1380293991331667,0.10246241632562492,0.14713822113856057,0.07496576852780223,0.1952472208219442,0.5310486912256343,0.5046472055222658
2011-09,2011-08,2011-08-31,2011-08-31,2011-08-31,2011-08-31,3.86,4.5,-0.6400000000000001,-0.004468380831980312,0.3787324375251817,-1.0700000000000007,0.007575757575757576,65,0.1349206349206349,62,0.49242424242424243,65,0.9318181818181818,65,0.9287518037518038,0.49242424242424243,0.9318181818181818,0.7843314093314092,True,True,True,True,0.9287518037518038,0.49242424242424243,0.9318181818181818,0.7843314093314092,1.5530289513488515,62,0.0,1.5530289513488515,True,0.0,0.011606196835401095,0.02404564342099591,-0.01753478368795347,0.1380293991331667,0.388161138930643,0.4612871390983979,0.631294416030155
2011-10,2011-09,2011-09-30,2011-09-30,2011-09-30,2011-09-30,3.95,4.7,-0.75,0.10451130476215109,0.20386017746747953,-1.1400000000000001,0.007462686567164179,66,0.1328125,63,0.9328358208955224,66,0.41044776119402987,66,0.9298624067164178,0.9328358208955224,0.41044776119402987,0.7577153296019902,True,True,True,True,0.9298624067164178,0.9328358208955224,0.41044776119402987,0.7577153296019902,1.3658881308245963,63,0.0,1.3658881308245963,True,0.0,-0.04236760191182243,-0.06760795392523611,-0.04370098426004598,0.011606196835401095,0.3622946032128345,0.6133611460430479,0.6886451498507974
