date,vk_direct_close,vk_logret_1,vk_logret_5,vk_logret_10,vk_logret_21,vk_logret_63,vk_pctile_63,vk_robust_z_63,vk_pctile_126,vk_robust_z_126,vk_pctile_252,vk_robust_z_252,vk_pctile_756,vk_robust_z_756,vk_shock_5,vk_shock_10,vk_shock_21,vk_acceleration_5,vk_acceleration_21,vk_fast_slow,vk_upside_semivol_5,vk_positive_fraction_5,vk_upside_semivol_21,vk_positive_fraction_21,vk_upside_semivol_63,vk_positive_fraction_63,vk_intraday_range_5,vk_intraday_range_21,vk_distance_high21,vk_distance_high63,vk_close_location21,vk_days_since_high63,vk_fear_rising,vk_fear_falling,vk_panic_confirmation,vk_panic_exhaustion,vk_level_slope,vk_month_mean,vk_month_max,vk_month_min,vk_month_close_to_max,vk_month_range,vk_month_mean_gap
2003-11,25.35,-0.05001042057466121,-0.10654324790687575,-0.04888408292977342,-0.07043824326475923,0.16938780800938646,0.4603174603174603,-0.08793229911852349,0.4523809523809524,-0.03131104568071498,0.252212389380531,,,,-0.9681574997530495,-0.3141033414938341,-0.312322989553062,-0.16420241288397808,-0.07855936578710088,-0.0897722376057426,0.21571023128655015,0.2,0.5627637412142737,0.3333333333333333,0.640607880426085,0.4603174603174603,0.0,0.0,-0.1282668500687757,-0.1282668500687757,0.0,7.0,0.06942093150953572,0.18279145787099524,0.0,0.0,,27.655,29.08,25.35,-0.1282668500687757,0.14714003944773157,-0.08334839992768028
2003-12,22.49,-0.07946108355737458,-0.12167840805326646,-0.14155822860279432,-0.11970796406596795,-0.18202508480838553,0.015873015873015872,-1.4856901109791252,0.1746031746031746,-0.6356223171474829,0.08906882591093117,,,,-1.343943253382418,-1.1055732800759035,-0.6451575912401531,-0.1017985875037386,-0.04926972080120873,-0.09317651184708362,0.005659064261171567,0.2,0.28660056295792463,0.38095238095238093,0.4617776009088738,0.38095238095238093,0.0,0.0,-0.22179930795847758,-0.22661623108665752,0.0,28.0,0.018424985738022582,0.07064384017290859,0.0,0.0,,25.972380952380952,28.9,22.49,-0.22179930795847758,0.28501556247220994,-0.13408015841003273
2004-01,21.23,-0.012637659418452074,0.05718612196258688,0.03694351519168437,-0.16665544004955501,-0.2609501704302928,0.1746031746031746,-1.126803661293767,0.14285714285714285,-0.8902914313255419,0.07142857142857142,-0.6176662360680438,0.06792452830188679,,0.6860305212333425,0.3133834159215584,-0.9755457495727453,0.07742872873348938,-0.053312514698122815,0.09686598864105236,0.4007031515643858,0.6,0.26713358037124,0.42857142857142855,0.3959891207617384,0.38095238095238093,0.0,0.0,-0.1541832669322709,-0.2699449793672627,0.328125,46.0,0.047505951105031405,0.023922620323540016,0.0,0.0,-0.5091374252257233,20.836111111111112,21.8,19.34,-0.026146788990825676,0.1271975180972078,0.018904146113851494
2004-02,19.95,-0.04460430623675382,0.05089764650899653,0.0005013788021801524,-0.07482379179774457,-0.3764775712349122,0.1746031746031746,-0.3483620028374887,0.1111111111111111,-1.0693375745184899,0.05555555555555555,-0.6487029030246491,0.04912280701754386,,0.7683516995688439,0.005351965752698895,-0.551159659011791,0.10129391421581291,0.08436401426846674,0.06871283503226905,0.42236494060005364,0.6,0.2569013933093996,0.42857142857142855,0.2704877898242906,0.3968253968253968,0.0,0.0,-0.09850881156800717,-0.30968858131487886,0.3123028391167189,53.0,0.03795356808011498,0.017601987475440572,0.0,0.0,0.30034090018716036,20.567500000000003,22.13,18.96,-0.09850881156800717,0.16719409282700415,-0.03002309468822184
2004-03,24.66,0.04308868696698198,0.02048412466958416,0.11005748030417228,0.2159714411724729,-0.016888218028521695,0.9682539682539683,0.6811205058145511,0.5476190476190477,0.08184546909953132,0.42857142857142855,-0.0680624927745864,0.3517915309446254,,0.2576845999078261,0.9789840630382352,1.3256923043720925,-0.06908923096500397,0.2821756603239125,-0.030937647038147484,0.40124115318231385,0.4,0.6270117768643687,0.47619047619047616,0.42051652522934274,0.4444444444444444,0.0,0.0,-0.01596169193934549,-0.017529880478087678,0.9347471451876022,62.0,0.24174301295744585,0.1868284156139827,0.0,0.0,0.7491829985891375,22.426363636363636,25.06,18.93,-0.01596169193934549,0.32382461701003695,0.09959868661072613
2004-04,24.47,0.055885155689049615,0.15865611444014194,0.05200333067226204,0.03535406668536378,0.12939494232096305,0.9365079365079365,0.8472957109738651,0.626984126984127,0.44406778453335616,0.4801587301587302,-0.01721923787407559,0.37003058103975534,,1.9640948476540703,0.4552204926351337,0.21356022705337346,0.26530889820802184,-0.13351060074798005,0.1502384795150553,0.627669113733399,1.0,0.4017401887507234,0.5714285714285714,0.44656378944630365,0.47619047619047616,0.0,0.0,-0.00770478507704786,-0.023543495610534704,0.9497354497354494,24.0,0.421087406940704,0.05907132321802618,0.0,0.0,0.8645149488479408,22.349,24.49,20.88,-0.0008166598611678566,0.17289272030651337,0.09490357510403147
2004-05,30.14,0.11001632719402021,-0.13423618733042453,-0.1876160761109289,0.27209962174698354,0.36706143018391124,0.8253968253968254,1.6226566091687376,0.9126984126984127,1.4931031138712025,0.8809523809523809,0.5330084888888518,0.6416184971098265,,-1.004803592345492,-0.9930397233724607,0.9938363184047571,-0.08085629854992016,0.3188967608421507,-0.1990218115558968,0.7810384429480987,0.2,1.1632113596024478,0.5238095238095238,0.7846677415521319,0.47619047619047616,0.0,0.0,-0.23965691220988905,-0.23965691220988905,0.42424242424242425,9.0,0.23609349970381077,0.6448588812485702,0.06857861962458496,0.21162903621851975,1.0896481202798858,31.632105263157893,39.64,24.57,-0.23965691220988905,0.6133496133496135,-0.047170596163125356
2004-06,32.36,-0.015941477997688303,-0.10409271604770076,-0.08950620216708138,0.08308606493442783,0.3063975282631368,0.5714285714285714,0.1481522287001102,0.7857142857142857,1.408643300295739,0.8928571428571429,0.6774883302865531,0.6304347826086957,,-0.7583684134286691,-0.46110308477266654,0.29536799910240635,-0.11867922992832014,-0.16918824055590465,-0.12387511246065977,0.18143392139730036,0.2,0.61486237315982,0.47619047619047616,0.7861937807845988,0.49206349206349204,0.0,0.0,-0.19019019019019023,-0.19019019019019023,0.0065359477124179305,12.0,0.28482196971715407,0.6080351731399889,0.0013403386810218263,0.16652494831942052,-0.5293361015864428,35.04363636363637,39.96,29.78,-0.19019019019019023,0.3418401611820012,-0.07657984850057076
2004-07,28.62,-0.058031547572185094,0.007364578262208266,0.02871010588243106,-0.10410186225063045,0.15665789667372465,0.20634920634920634,-0.35075022966020525,0.6031746031746031,0.5544082360573301,0.7738095238095238,0.35624731899834444,0.558974358974359,,0.05363088169065586,0.1478382630699725,-0.36991411946260583,-0.013980949358014527,-0.08693271879315878,0.0321507359409298,0.4537756234643464,0.6,0.34224388153912133,0.5238095238095238,0.7767534310677665,0.47619047619047616,0.0,0.0,-0.13193812556869877,-0.28378378378378377,0.29838709677419384,34.0,0.397277297593862,0.37653222621566185,0.03769041028454595,0.03159072082946083,-0.7069975486585497,29.619545454545456,32.97,26.77,-0.13193812556869877,0.23160254015689197,-0.0337461442843332
2004-08,22.76,-0.027303971337957478,-0.02259001360510693,-0.16078192089269727,-0.30769143946339605,-0.45322257475221095,0.047619047619047616,-1.4235709512474441,0.1984126984126984,-0.8050206966765996,0.3333333333333333,-0.3217616157404687,0.21359223300970873,,-0.2581975379809986,-1.2994447517759558,-1.7160359136944556,0.11560189368248341,-0.27621530736137867,0.05066985293379689,0.39632815166897484,0.2,0.27215111943229175,0.38095238095238093,0.38150874897741605,0.4444444444444444,0.0,0.0,-0.2433510638297871,-0.4304304304304304,0.08040201005025135,56.0,0.14526894826426598,0.18806438506906734,0.0,0.0,-1.1018093355069754,26.229545454545452,30.96,22.12,-0.26485788113695086,0.39963833634719714,-0.13227623256216947
2004-09,23.73,0.00973964929755855,0.020434938414306547,0.1424203400417685,0.07025789379353808,-0.3101830217426187,0.4126984126984127,-0.625463572442509,0.35714285714285715,-0.5707253047623444,0.3968253968253968,-0.21339226337694867,0.29698375870069604,,0.2303225294866982,1.1350633704195716,0.38639684294793214,-0.10155046321315542,0.3859130388398939,0.0037068684634641476,0.3350560360503107,0.6,0.4353082386502462,0.5714285714285714,0.37300960465675537,0.49206349206349204,0.0,0.0,-0.027459016393442504,-0.28025477707006363,0.8393285371702641,57.0,0.22116167796387115,0.17566371886152565,0.0,0.0,-0.4120713090655604,22.448421052631577,24.4,20.23,-0.027459016393442504,0.2061295106277805,0.05708993716590083
2004-10,27.17,0.027613694822058665,0.03749970689620197,0.051351409707733886,0.13537335299058428,-0.11002389826223347,0.7777777777777778,0.6182254502349024,0.4444444444444444,-0.08579292620637276,0.623015873015873,0.30210271875443195,0.5132743362831859,,0.3965546321096901,0.38398346788689575,0.6985277996451609,0.02364800408467005,0.0651154591970462,0.005267956184158089,0.4699394668210747,0.6,0.5088250591567332,0.6190476190476191,0.4317331590513812,0.5238095238095238,0.0,0.0,-0.02125360230547546,-0.12241602067183455,0.8963093145869948,61.0,0.37247601609770004,0.250539856918173,0.0,0.0,0.31612273148047043,25.756666666666668,27.76,22.07,-0.02125360230547546,0.25781603987313106,0.05487252491264405
2004-11,25.05,-0.009535233150999911,-0.0039840690148742475,0.024652693227479094,-0.10667701396298312,0.06856524693478594,0.5873015873015873,0.12584066930974075,0.35714285714285715,-0.26846722601035045,0.5079365079365079,0.057818135892605246,0.379746835443038,,-0.046603283263127855,0.20391023965395033,-0.6088858294919821,-0.03262083125722759,-0.340008635188195,0.02141522002393126,0.23003936797189828,0.4,0.28806672876092654,0.42857142857142855,0.4089597950918062,0.5396825396825397,0.0,0.0,-0.10917496443812236,-0.10917496443812236,0.32229580573951444,20.0,0.24805144756562358,0.2598850603708843,0.0,0.0,0.0680225334171355,25.23136363636364,28.12,23.59,-0.10917496443812236,0.1920305214073761,-0.007188023563746482
2004-12,21.29,-0.008419132985301836,-0.060596991782586596,-0.03235032566128204,-0.1622370673265099,-0.1021614162038369,0.015873015873015872,-1.6101777481258774,0.03968253968253968,-0.8797251188937509,0.16666666666666666,-0.6331434866708683,0.10080645161290322,,-0.8227789887713615,-0.3105959487524082,-1.0748740289893224,-0.08884365790389115,-0.04623054661594361,-0.021969118609608054,0.32082767113807836,0.4,0.29197315397894613,0.42857142857142855,0.3569974127792589,0.49206349206349204,0.0,0.0,-0.16312893081761015,-0.24288762446657186,0.0,42.0,0.05086234605568736,0.1158043206109793,0.0,0.0,-0.9770342614550092,23.418636363636367,25.44,21.29,-0.16312893081761015,0.19492719586660412,-0.0908949748646185
2005-01,18.12,-0.016420730212327594,-0.06257052630280446,-0.0836023351291093,-0.1612211782905546,-0.43946476632763076,0.015873015873015872,-1.7667756590391888,0.007936507936507936,-1.6032603974097182,0.003968253968253968,-1.5501809656818384,0.0019342359767891683,-1.4403541860786564,-0.9376935267246136,-0.88592002849183,-1.1789314559737543,-0.04153871747649962,0.0010158890359552863,-0.024184531471720033,0.21371492982385926,0.4,0.27731158665381517,0.2857142857142857,0.2852925351501131,0.36507936507936506,0.0,0.0,-0.20070577856197624,-0.3271444485703676,0.0,62.0,0.0011165336301168954,0.002851720338137073,0.0,0.0,-0.21659469335735038,20.19,22.67,18.12,-0.20070577856197624,0.251103752759382,-0.10252600297176817
2005-02,16.67,0.023059274148748976,-0.02722061557332589,-0.052012891444267684,-0.17509696185432366,-0.3813821876421657,0.07936507936507936,-1.0980052393109139,0.03968253968253968,-1.5328636413908783,0.01984126984126984,-2.0065228728688633,0.009363295880149813,-1.6386330656950898,-0.3890816003327627,-0.5257009365575083,-1.2212278975576667,-0.002428339702384097,-0.08557112540561551,0.014469137249132125,0.3423409670577329,0.6,0.3247010127380754,0.42857142857142855,0.30522223150063355,0.3968253968253968,0.0,0.0,-0.13312532501300045,-0.3447327044025157,0.12925170068027292,54.0,0.008014650917898592,0.01182661892337125,0.0,0.0,0.9085176335579495,17.46941176470588,19.16,16.29,-0.12995824634655528,0.176181706568447,-0.04576065728331857
2005-03,19.69,-0.021106311133526567,-0.07152901284125246,-0.056763324234132106,0.08585778804689692,-0.14269446346643289,0.5396825396825397,0.08765988185066315,0.2698412698412698,-0.7750398753022774,0.1349206349206349,-1.0173902779796302,0.08273381294964029,-0.9492069528368154,-0.8599536568899792,-0.48255368838282414,0.5036720674883797,-0.08629470144837281,0.14807624304344813,-0.09197134332860887,0.10423444405751169,0.4,0.46910062656726637,0.6190476190476191,0.4001646158577049,0.4603174603174603,0.0,0.0,-0.13030035335689039,-0.13942307692307687,0.384133611691023,62.0,0.04011851967103754,0.09480211524959736,0.0,0.0,1.1050501598302933,20.08409090909091,22.64,17.85,-0.13030035335689039,0.26834733893557416,-0.019622043679981882
2005-04,22.48,-0.022433313749600003,0.10151264943319704,0.034853041135289864,0.11140882124092943,0.12391836640846376,0.8888888888888888,0.7835826106222517,0.6111111111111112,0.2503380967291711,0.3492063492063492,-0.29335685925179145,0.2934027777777778,-0.4234063866486919,1.0581542598396823,0.2568943205012942,0.5666615638510121,0.16817225773110422,-0.07619768578092856,0.07498673961392813,0.5965528557724781,0.6,0.6270839541553708,0.42857142857142855,0.5153506270451992,0.5079365079365079,0.0,0.0,-0.05067567567567566,-0.05067567567567566,0.7790055248618786,9.0,0.2592290255200558,0.0899773236862934,0.0,0.0,1.076939469874043,20.7055,23.68,18.25,-0.05067567567567566,0.29753424657534255,0.08570186665378765
2005-05,16.35,-0.006705297905661212,-0.09669926184460209,-0.19094886227121188,-0.31839812768222764,-0.01938279941944021,0.015873015873015872,-1.4971418356195019,0.015873015873015872,-1.1212471951296896,0.007936507936507936,-1.7452204529130018,0.0033500837520938024,-1.5402740464949543,-0.9159312868082625,-1.2789153867513727,-1.4715858229234378,-0.0024496614179922993,-0.4298069489231571,-0.020890183825024083,0.05601882209440534,0.4,0.46424353904871446,0.2857142857142857,0.5498030320830009,0.4603174603174603,0.0,0.0,-0.2813186813186812,-0.30954391891891886,0.0,30.0,0.0022681559325397325,0.005668352003968204,0.0,0.0,0.2480786172934999,19.493333333333332,22.75,16.35,-0.2813186813186812,0.3914373088685015,-0.16125170998632
2005-06,15.76,-0.028769964257533864,-0.0037998779097749846,-0.010101095986504216,-0.03675281291352972,-0.24374211935482792,0.015873015873015872,-0.8824130582265213,0.007936507936507936,-0.8415477258647566,0.003968253968253968,-1.7911606328501097,0.0016181229773462784,-1.509701254488505,-0.03947459757215507,-0.07419960076079299,-0.18630049420303002,0.0025013401669542468,0.2816453147686979,0.004950791831541615,0.5237782474192848,0.4,0.3886244610391373,0.38095238095238093,0.5032512032857184,0.36507936507936506,0.0,0.0,-0.10556186152099889,-0.33445945945945943,0.0,51.0,0.001944970761458314,0.002023283206795654,0.0,0.0,0.9087475746235885,16.425714285714285,17.62,15.76,-0.10556186152099889,0.11802030456852797,-0.04052878761523737
2005-07,16.88,0.01913934021069741,-0.09649431256554175,-0.021102776067735807,0.06865440473807816,-0.2864965358576792,0.5079365079365079,0.0,0.30952380952380953,-0.35065184635619057,0.15476190476190477,-1.1670219294062762,0.06103286384976526,-1.2000548677519327,-1.1921184502189424,-0.18434963651246727,0.413867624027667,-0.1718858490633477,0.10540721765160788,-0.1128405994079413,0.135875836418847,0.2,0.28746934384051276,0.6190476190476191,0.38694946221030396,0.42857142857142855,0.0,0.0,-0.09198493813878439,-0.258021978021978,0.37132352941176455,56.0,0.036040993664266406,0.11872091109763837,0.0,0.0,1.1670219294062762,17.053333333333335,18.59,15.87,-0.09198493813878439,0.1713925645872716,-0.010164190774042403
2005-08,21.12,0.009514819641338601,0.08649498141915624,0.10315335726535091,0.19951395733432742,0.25905535102534394,0.9841269841269841,1.2112776603822353,0.8333333333333334,0.8744442776308916,0.5555555555555556,0.22729442031663205,0.2708018154311649,-0.4425860084696471,1.2217774809768396,1.0303139402707657,1.3751492750186576,0.06983660557296156,0.11323799036891158,0.03899165824431638,0.8528113276211882,0.6,0.5249641085551978,0.5238095238095238,0.4149310244131063,0.5238095238095238,0.0,0.0,-0.047361299052774086,-0.047361299052774086,0.7908366533864541,2.0,0.42909788988052805,0.12645766567502753,0.0,0.0,0.9839832400656032,18.997272727272726,22.17,17.15,-0.047361299052774086,0.2927113702623909,0.11173852706130072
2005-09,23.82,0.040262397415556705,0.013950765256332431,0.13365134704198756,0.12030510508909309,0.40609502938883635,1.0,1.3664360444444694,1.0,1.573287596239454,0.8134920634920635,0.8750857827302867,0.4897360703812317,-0.03134800251891538,0.18168330469384192,1.230765551754352,0.7644980840196581,-0.1057498165293227,-0.07920885224523433,-0.014693307383927826,0.2896238185113805,0.4,0.47322654915503304,0.6190476190476191,0.4430339041706982,0.5873015873015873,0.0,0.0,0.0,0.0,1.0,0.0,0.44359420949222816,0.3698978539998353,0.2062893396988249,-0.0,0.4913502617141827,21.544761904761906,23.82,20.01,0.0,0.19040479760119933,0.10560516311555124
2005-10,25.85,-0.03272742616743107,0.0274527044086903,-0.04574602178820353,0.12204743444284105,0.4261811117866272,0.9365079365079365,0.7763080284630935,0.9682539682539683,1.67765136760163,0.9603174603174603,1.0185282700869795,0.6296296296296297,0.2287477219158638,0.28980262390921874,-0.34147232694721846,0.6286677596626495,0.10065143060558412,0.03248990712796607,-0.0016062085538909032,0.31847922249001015,0.6,0.6322229058556249,0.5238095238095238,0.5437622370918522,0.5555555555555556,0.0,0.0,-0.045068341337273665,-0.045068341337273665,0.7574552683896623,8.0,0.5492514695914086,0.41106599072605177,0.375920004227523,0.03347960584769752,-0.242220241623886,25.265,27.07,22.04,-0.045068341337273665,0.2282214156079856,0.023154561646546723
2005-11,23.38,-0.017384368270943806,0.05811494221856606,0.06265833940259258,-0.07098689009381598,0.10166049720586168,0.5714285714285714,0.0732465441675148,0.7857142857142857,0.6082372531888504,0.8412698412698413,0.5858899476844973,0.4544198895027624,-0.10288164010472606,0.60924785917068,0.46448327909640935,-0.3631279739924328,0.053571545034539536,-0.12332917230440055,0.07501658271709367,0.4916272092913648,0.6,0.3742316397746929,0.42857142857142855,0.4980782274483893,0.5079365079365079,0.0,0.0,-0.09097978227060655,-0.13631326191355753,0.4532710280373829,30.0,0.5449487000587661,0.2963211412110752,0.13826315545780657,0.03018077646479189,-0.5126434035169825,22.979545454545455,25.72,21.44,-0.09097978227060655,0.19962686567164156,0.01742656512708929
2005-12,19.44,0.04309652718337187,0.012943489012684495,-0.01885406167816628,-0.1845481570116294,-0.20319276489486082,0.15873015873015872,-0.6702991729887308,0.373015873015873,-0.42664836269755535,0.4722222222222222,-0.07043508110985838,0.16778523489932887,-0.7335650478734913,0.13608202299247074,-0.14016491665627592,-0.9467481491239514,0.04474103970353527,-0.11356126691781343,0.05688352639640578,0.33087768950260643,0.6,0.3402215730645431,0.47619047619047616,0.4604538029407219,0.4603174603174603,0.0,0.0,-0.12274368231046928,-0.28186183967491685,0.3200000000000003,51.0,0.2521516039955061,0.22007061822671609,0.0,0.0,-0.5998640918788724,19.87333333333333,22.16,18.16,-0.12274368231046928,0.22026431718061668,-0.021804763502180302
2006-01,21.57,0.05625887581470135,-0.1499694890668568,0.14171098935161908,0.10397066136877209,-0.1515643857366733,0.5396825396825397,0.061407601166212696,0.5396825396825397,0.09799186908914927,0.7023809523809523,0.3204165270530995,0.328042328042328,-0.32454036270472997,-1.3826720674280577,0.9238571190212982,0.46773776796251004,-0.4416499674853327,0.2885188183804015,-0.17472440844037396,0.3993983973927198,0.2,0.7657406671527484,0.47619047619047616,0.5298297866039948,0.4603174603174603,0.0,0.0,-0.13926576217079,-0.16135303265940892,0.4639016897081414,59.0,0.14088370969177874,0.5614972426891736,0.0007384880336538664,0.0017671715584159217,-0.2590089258868868,21.087142857142858,25.06,18.55,-0.13926576217079,0.350943396226415,0.02289817763024171
2006-02,19.9,0.01774444529907182,-0.14041717882974725,-0.15816272131721876,-0.024324852855917012,-0.1785455925844195,0.2698412698412698,-0.4658535645529452,0.1349206349206349,-0.6161617497852777,0.4246031746031746,-0.12562096425355082,0.1984126984126984,-0.6129338721467767,-1.1851419735428745,-0.9439288658962703,-0.10017877412853994,-0.12267163634227574,-0.11513316559335962,-0.13462554719738606,0.14309627052162965,0.4,0.5968210979575534,0.47619047619047616,0.583187842174972,0.4603174603174603,0.0,0.0,-0.20080321285140568,-0.2059058260175579,0.06542056074766318,25.0,0.09941188082121023,0.3251912937819644,0.0,0.0,-0.3402326002993944,22.896,24.9,19.55,-0.20080321285140568,0.2736572890025575,-0.13085255066387147
2006-03,18.19,-0.05715841383994835,-0.13791977048440707,-0.09035012554607391,-0.08581953637181083,-0.06646080650226205,0.015873015873015872,-1.6744163581539233,0.015873015873015872,-1.2473062930726635,0.21031746031746032,-0.670672564477014,0.09259259259259259,-0.9469856117120259,-1.0923608609908844,-0.5060033217631748,-0.33166613062292,-0.18548941542274022,-0.001207604872587531,-0.11748654753873783,0.0,0.0,0.5666868339921,0.3333333333333333,0.639194135043905,0.4126984126984127,0.0,0.0,-0.21187175043327544,-0.27414205905826006,0.0,47.0,0.05282627222939306,0.15749118808806725,0.0,0.0,-1.0037437936769094,20.571363636363635,23.08,18.19,-0.21187175043327544,0.2688290269378777,-0.11576109773073773
