month,return,baseline_return,option_return,baseline_holding_growth,option_holding_growth,option_relative_factor,signal_intensity,w_existing_four_asset_sleeve,w_KOSPI200_put_option,option_reallocation_cost,option_trade_available,nav,drawdown
2010-02,0.006620106751988208,0.0066201067519882,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.1601817671923462,-0.020552582764083893
2010-03,0.03352905334710843,0.0335290533471084,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.2326106169039894,0.0
2010-04,0.02666866811848001,0.02666866811848,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.2921513684839967,0.0
2010-05,-0.017285478985527458,-0.0172854789855275,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.2525304341724186,-0.017285478985527458
2010-06,0.020872150507265985,0.0208721505072659,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.2995455884166627,0.0
2010-07,0.019999511706198625,0.0199995117061986,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.345535377331139,0.0
2010-08,0.010994418629027614,0.0109944186290276,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.371323175178712,0.0
2010-09,0.056398145686461065,0.056398145686461,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.505061405082122,0.0
2010-10,0.007269722911737553,0.0072697229117375,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.523272507373957,0.0
2010-11,0.03759087632394742,0.0375908763239474,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.618124532130268,0.0
2010-12,0.029138260321846188,0.0297546072682919,-0.48581962563811687,1.0098859576982469,0.5141803743618831,0.999401462307529,0.2424094820577595,0.9987879525897112,0.0012120474102887975,3.6361422308663926e-06,True,2.694412126302492,0.0
2011-01,-0.013279183206849288,-0.0132791832068493,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6586325340425647,-0.013279183206849288
2011-02,-0.039862941422819875,-0.0398629414228199,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5526516210732226,-0.0526127773273517
2011-03,0.04665852635921408,0.046658526359214,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6717545840209582,-0.008409085625897261
2011-04,0.04121260270744265,0.0412126027074426,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.781864544224003,0.0
2011-05,-0.0625855525010729,-0.0625855525010729,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6077600147405984,-0.0625855525010729
2011-06,-0.07147579746955235,-0.0714757974695523,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.4213682880778027,-0.12958799769553841
2011-07,0.03675815585840114,0.0367581558584011,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5103733210015564,-0.09759325765380811
2011-08,0.11671161274637853,0.1167116127463785,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.8033630398911304,0.0
2011-09,0.005052926327458129,0.0050529263274581,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.8175282268008193,0.0
2011-10,-0.026768450928231324,-0.0267684509282313,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.742107360722795,-0.026768450928231324
2011-11,0.04459423022336684,0.0445942302233668,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.864389527664056,0.0
2011-12,-0.06727708147596445,-0.0666251499463556,-0.5605151287821956,0.9892537475220755,0.43948487121780444,0.9993015330019108,0.25,0.99875,0.00125,3.75e-06,True,2.6716817600325022,-0.06727708147596434
2012-01,0.061108824158762065,0.061108824158762,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.8349450909145,-0.010279480659031837
2012-02,-0.01285651313777647,-0.0128565131377765,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.798497582108283,-0.023003835518665805
2012-03,-0.012526419804770206,-0.0125264198047702,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.76344242657216,-0.03524209962260949
2012-04,0.0002360198954223236,0.0002360198954223,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.7640946539646856,-0.035014397563854494
2012-05,-0.0376419113524743,-0.0376419113524743,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6600488480302986,-0.0713383000671699
2012-06,-0.009101543181822103,-0.0091015431818221,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.635838298574195,-0.07979055463041285
2012-07,0.020076286291956347,0.0200762862919563,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6887561428756737,-0.061316166356610524
2012-08,0.022740255138748333,0.0224234572079988,0.8046511627906976,0.9969074057100871,1.8046511627906976,1.0003098500220393,0.07676773604331322,0.9996161613197835,0.0003838386802165661,1.1515160406496983e-06,True,2.7498991435705435,-0.03997025648494146
2012-09,0.02918298122496621,0.0291829812249662,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.8301493986479134,-0.011953726504532303
2012-10,-0.03379195480962904,-0.033791954809629,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.7345131180643043,-0.045341741528313606
2012-11,5.640945975593503e-05,0.000571738558535,-0.9273255813953488,1.0104624117786767,0.07267441860465118,0.9994849653663799,0.11063558247202601,0.9994468220876399,0.0005531779123601301,1.6595337370803905e-06,True,2.73466737047199,-0.04528788977170162
2012-12,0.019443070481938607,0.0194430704819386,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.7878377009007345,-0.026725354922572442
2013-01,-0.005269106743932439,-0.0057964761854278,0.21002906976744207,1.009400488665956,1.210029069767442,1.0005304441483691,0.5418554134119166,0.9972907229329404,0.0027092770670595827,8.127831201178748e-06,True,2.7731482864699295,-0.03185364291864834
2013-02,0.007187825241507628,0.0071878252415076,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.793081191721862,-0.024894776095745308
2013-03,-0.0010662484489685209,-0.0010662484489685,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.7901030732333454,-0.025934480528314263
2013-04,-0.03426473854462142,-0.0342647385446214,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.69450092091646,-0.0593105808783424
2013-05,-0.005359573373326709,-0.0048344325093293,-0.9418604651162791,1.009924786251516,0.05813953488372092,0.9994723080448596,0.11163330900600583,0.99944183345497,0.0005581665450300292,1.6744996350900875e-06,True,2.680059545526312,-0.06435227484163697
2013-06,-0.06944822616710022,-0.0694482261671002,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.493934164067305,-0.12933134967116777
2013-07,0.030871501716531746,0.0308715017165317,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.570925656894226,-0.10245250093801084
2013-08,0.012809065975150524,0.0136377134301333,-0.67836026803311,1.0097143493752891,0.32163973196689,0.9991825013572366,0.23888595801381804,0.9988055702099309,0.0011944297900690901,3.5832893702072705e-06,True,2.6038568132505913,-0.09095575580669446
2013-09,0.0017176607397266785,0.0017176607397266,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.608329355870582,-0.0893943261977691
2013-10,0.01075570293923045,0.0125041993195007,-0.5558889722430607,1.0126725507696968,0.44411102775693934,0.998273097157083,0.6119331118197278,0.9969403344409014,0.003059665559098639,9.178996677295917e-06,True,2.6363837715900003,-0.07960012207557443
2013-11,-0.00852492134524252,-0.0085249213452425,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6139088073013217,-0.08744645864105094
2013-12,-0.009374253984202663,-0.0093742539842027,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.589405362250135,-0.0960009673119333
2014-01,-0.028344041079272575,-0.0283440410792726,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5160111502916283,-0.12162395303006657
2014-02,0.024487856822575704,0.0244878568225757,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5776228711039737,-0.10011440615548683
2014-03,-0.008356788304314078,-0.0083567883043141,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5560822224417996,-0.10763455956134738
2014-04,-0.012714850508073083,-0.0127148505080731,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.523582019097109,-0.11898085273509562
2014-05,0.010265191145147012,0.0106076030210238,-0.9406234537357744,1.0130339040228036,0.059376546264225616,0.9996611821691691,0.07175692469945605,0.9996412153765027,0.00035878462349728024,1.0763538704918408e-06,True,2.549487070893597,-0.1099370227858869
2014-06,0.010469329708081121,0.0104693297080811,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5761784916252717,-0.10061866001647612
2014-07,0.026457799156133888,0.0264577991561338,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.644338504747045,-0.07682300915841755
2014-08,-0.017347895678596403,-0.0173478956785964,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5984647962277974,-0.09283818728841797
2014-09,-0.011216408881855378,-0.0112164088818554,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.569319352608199,-0.10301328510179619
2014-10,-0.01430093509067265,-0.0143009350906727,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5325756833193402,-0.11584103388875111
2014-11,0.016175889592458415,0.0161758895924584,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.573542347957259,-0.10153897607075346
2014-12,-0.013559046087025739,-0.0135590460870257,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.538647568654394,-0.11372125050160642
2015-01,0.03892829506124329,0.0396589397693214,-0.9069767441860466,1.0239308086812846,0.09302325581395343,0.9992972265421579,0.15410334626780198,0.999229483268661,0.0007705167313390099,2.31155019401703e-06,True,2.63747279026348,-0.07921992983462334
2015-02,-0.007355248892971344,-0.0073552488929714,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6180735214426525,-0.08599249642637719
2015-03,0.01358939911339374,0.0135893991133937,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.653651567433745,-0.07357168366767863
2015-04,0.006757969922701834,0.0067579699227018,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6715848649117926,-0.06731090897036551
2015-05,-0.004261254500863454,-0.0042612545008634,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.6602005618817484,-0.07128533455742181
2015-06,-0.020688975612614957,-0.020688975612615,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.605163737332312,-0.09049948962184118
2015-07,-0.013286992094472594,-0.0131214152940687,-0.8187011997714722,1.0000628838974661,0.18129880022852785,0.9998322217109887,0.04083625529481363,0.999795818723526,0.00020418127647406814,6.125438294222044e-07,True,2.5705489473495713,-0.10258401571315456
2015-08,-0.0005617824806308791,-0.0005617824806309,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.569104857985346,-0.10308816829096501
2015-09,0.008982078463141585,0.0089820784631415,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.5921807593998087,-0.09503203584403441
2015-10,0.019869881636655595,0.0198698816366555,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.643687084269899,-0.07705042951129015
2015-11,-0.021508954885507414,-0.0215089548855074,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.586824138042939,-0.09690211018453032
2015-12,0.0024167953385634267,0.0026671581762141,-0.9296703296703297,1.0132412006201985,0.0703296703296703,0.999750303143362,0.053494039285702184,0.9997325298035715,0.00026747019642851095,8.024105892855328e-07,True,2.5930759625614446,-0.0947195074141578
2016-01,0.00283932842054635,0.0028393284205463,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.600438556838581,-0.09214911878299259
2016-02,0.038326529500191775,0.0383265295001917,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.700104341900691,-0.05735434520225391
2016-03,-0.0031881922400603946,-0.002761059493369,-0.6772662553393449,0.9984137693425615,0.3227337446606551,0.999571684649143,0.12601989991287624,0.9993699005004356,0.0006300994995643812,1.8902984986931438e-06,True,2.69149589019049,-0.06035968076400666
2016-04,0.04354695226204508,0.043546952262045,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.808702333234106,-0.01944120863874399
2016-05,-0.009889044280116055,-0.0098890442801161,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.7809269514910886,-0.02913799794577243
2016-06,0.05174840613664711,0.0514449035196677,0.584263565891473,1.020200650307853,1.584263565891473,1.0002886528965649,0.10497356521332393,0.9994751321739334,0.0005248678260666197,1.574603478199859e-06,True,2.9248354888131973,0.0
2016-07,0.0199759582020389,0.0199759582020389,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.98326188028557,0.0
2016-08,-0.022104927966709154,-0.0221049279667092,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9173170913160282,-0.022104927966709154
2016-09,0.008736517691713352,0.0100219406559765,-0.9490283529786556,1.0137524504973643,0.05097164702134438,0.9987273316424905,0.2671767054081384,0.9986641164729593,0.001335883527040692,4.007650581122076e-06,True,2.9428042836966486,-0.013561530369250896
2016-10,-0.012886300434558629,-0.0128863004345586,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9048824235768276,-0.02627307284911895
2016-11,0.020128354766063117,0.0201283547660631,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9633529275522834,-0.006673551814157408
2016-12,0.04287488509277271,0.0431582189757879,-0.8535745047372955,1.0176900296590268,0.14642549526270454,0.999728388390312,0.0632340478754412,0.9996838297606228,0.000316170239377206,9.48510718131618e-07,True,3.090406343810419,0.0
2017-01,-0.03164631023266007,-0.0316463102326601,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.992606385909214,-0.03164631023266007
2017-02,0.0036199072105873586,0.0036199072105873,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.0034393433440165,-0.028140959728672366
2017-03,-0.03730885093465508,-0.0373088509346551,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.891384472591916,-0.06439990379165228
2017-04,0.009014296994204418,0.0090142969942044,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9174482709522906,-0.05596612665662404
2017-05,-0.004123025211252407,-0.0041230252112524,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9054195581786297,-0.05985840211669502
2017-06,-0.006829775404269656,-0.0068297754042697,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.8855761951410974,-0.0662793580784492
2017-07,0.023844957715527082,0.023844957715527,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,2.9543826374991684,-0.04401482885371499
2017-08,-0.022897457432255575,-0.0189556173205108,-0.9550094517958412,0.9838933182634887,0.04499054820415882,0.9959819961447833,0.8394257393797896,0.9958028713031011,0.004197128696898948,1.2591386090696843e-05,True,2.8867347868184363,-0.06590445861590455
2017-09,0.05399636083328718,0.0539963608332871,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.042607959997487,-0.015466698710564164
2017-10,0.04031761241066589,0.0403176124106658,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.1652786484462725,0.0
2017-11,0.0007901842462296749,0.0009869828554971,-0.483720930232558,0.9886237965591643,0.516279069767442,0.9998033954360664,0.08177978610539142,0.999591101069473,0.0004088989305269571,1.2266967915808714e-06,True,3.167779801769202,0.0
2017-12,0.012714616220941943,0.0127146162209419,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.208056906221149,0.0
2018-01,0.06381643751048216,0.0638164375104821,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.4127836693070814,0.0
2018-02,-0.045420961203688215,-0.0454209612036882,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.2577717546669036,-0.045420961203688215
2018-03,0.025013817790882298,0.0250138177908822,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.3392610637424243,-0.021543295060241774
2018-04,0.034195449812482126,0.0341954498124821,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.453448597858404,0.0
2018-05,-0.012751813094730946,-0.012751813094731,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.409410866806253,-0.012751813094730946
2018-06,0.08078294451439993,0.0807829445143999,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.6848331156862546,0.0
2018-07,-0.03787684251697643,-0.0378768425169764,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.545263272062067,-0.03787684251697643
2018-08,0.027671037415877953,0.0276710374158779,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.6433643847124344,-0.011253896627580917
2018-09,-0.009511081027132051,-0.0095110810271321,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.6087120508380672,-0.020657940932017116
2018-10,0.023242858138697198,0.0232428581386971,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.6925888330991032,0.0
2018-11,-0.013911395357453227,-0.0145061111888986,0.4080672268907559,1.0063014996904283,1.408067226890756,1.0006034698319264,0.30457612350438557,0.9984771193824781,0.0015228806175219278,4.568641852565784e-06,True,3.6412197699493447,-0.013911395357453227
2018-12,0.024736841813758348,0.0247368418137583,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.7312920474077114,0.0
2019-01,0.03764390652912497,0.0376439065291249,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.8717524564731947,0.0
2019-02,-0.005268368277774216,-0.0052683682777742,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.8513546386521167,-0.005268368277774216
2019-03,-0.007271518828457335,-0.0072715188284573,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.823349440882091,-0.012501578067104613
2019-04,0.01313799395023496,0.0131379939502349,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.873580582706034,0.0
2019-05,-0.024511323000541485,-0.0243290484381671,-0.6637521514629947,0.9954342429428904,0.3362478485370053,0.9998131802918979,0.05616748887392938,0.9997191625556303,0.0002808374443696469,8.425123331089408e-07,True,3.778633997874701,-0.024511323000541485
2019-06,0.0415914230621226,0.0415914230621226,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.935792763077227,0.0
2019-07,-0.011667999636946647,-0.0116679996369467,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.8898699345465446,-0.011667999636946647
2019-08,0.013708173169860727,0.0137081731698607,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.9431929452175436,0.0
2019-09,0.010651156479756452,0.0106511564797564,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.9851925103069274,0.0
2019-10,-0.003266183105804177,-0.0032661831058042,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.9721761418563855,-0.003266183105804177
2019-11,0.00500989675573571,0.0050098967557357,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.9920763342226824,0.0
2019-12,0.03626604136705858,0.0362660413670585,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.136853139700058,0.0
2020-01,-0.00323651059871366,-0.0019272238654489,-0.4915433403805497,1.0053397790477956,0.5084566596194503,0.998688185105764,0.5276512227222154,0.9973617438863889,0.002638256113611077,7.91476834083323e-06,True,4.123464170668097,-0.00323651059871366
2020-02,-0.0036138516412763666,-0.0036138516412764,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.108562582907184,-0.00683866597085081
2020-03,-0.043424613848854654,-0.0434246138488547,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,3.9301498392705865,-0.04996631339068003
2020-04,0.055983825785759445,0.0559838257857594,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.1501746631842416,0.0
2020-05,0.04482821171905593,0.0448282117190559,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.336219571656526,0.0
2020-06,0.025196589799908464,0.0251965897999084,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.445477517485891,0.0
2020-07,0.05310587261559263,0.0537915338291392,-0.5176180408738549,0.9998141303134036,0.4823819591261451,0.9993493388478315,0.25,0.99875,0.00125,3.75e-06,True,4.681558480244978,0.0
2020-08,0.005159218254473519,0.0051592182544735,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.705711662215643,0.0
2020-09,-0.005246119099086455,-0.0052461190990864,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.6810249383897,-0.005246119099086455
2020-10,-0.025123469890488637,-0.0251868051604001,0.25086132644272174,0.989814358490485,1.2508613264427217,1.0000649716994463,0.04984357810336823,0.9997507821094832,0.00024921789051684113,7.476536715505234e-07,True,4.56342134929344,-0.0302377882743472
2020-11,0.04118278093587113,0.0411827809358711,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,4.751355731039469,0.0
2020-12,0.07895037879067757,0.0792583960073742,-0.4196863169280691,1.0021476737570463,0.5803136830719309,0.9997146028996984,0.13464555399766012,0.9993267722300117,0.0006732277699883006,2.019683309964902e-06,True,5.126477065774292,0.0
2021-01,0.01909836736947934,0.0190983673694793,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.22438440808766,0.0
2021-02,-0.004684940185620157,-0.0046849401856202,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.199908479629083,-0.004684940185620157
2021-03,-0.00036809574242580023,-0.0003680957424258,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.197994415456727,-0.005051311421510163
2021-04,0.015195744419186363,0.0151957444191863,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.276981810086366,0.0
2021-05,0.02864808245020911,0.0286480824502091,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.428157220069974,0.0
2021-06,0.022600889521214196,0.0226008895212141,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.550838401704557,0.0
2021-07,0.004226640720186081,0.004226640720186,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.574299801324375,0.0
2021-08,-0.013475299269805174,-0.0134752992698052,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.499184443281913,-0.013475299269805174
2021-09,0.028267088627178527,0.0282670886271785,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.654630377317364,0.0
2021-10,0.02395752412098573,0.0239575241209857,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.790101320977204,0.0
2021-11,-0.04352355019324572,-0.0435235501932457,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,5.538095555509674,-0.04352355019324572
