month,risk_severity,trend_score,score,p_up,factor_name
2018-12,0.0,-0.9672131147540982,0.0,0.5,risk_override_risk_on_only_0.00
2019-01,0.0,-0.934426229508197,0.0,0.5,risk_override_risk_on_only_0.00
2019-02,0.0,-0.901639344262295,0.0,0.5,risk_override_risk_on_only_0.00
2019-03,0.0,-0.8032786885245902,0.0,0.5,risk_override_risk_on_only_0.00
2019-04,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.00
2019-05,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.00
2019-06,0.0,-0.3114754098360654,0.0,0.5,risk_override_risk_on_only_0.00
2019-07,0.0,-0.6065573770491802,0.0,0.5,risk_override_risk_on_only_0.00
2019-08,0.0,-0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.00
2019-09,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.00
2019-10,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.00
2019-11,0.0,-0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2019-12,0.0,-0.180327868852459,0.0,0.5,risk_override_risk_on_only_0.00
2020-01,0.0,-0.08196721311475419,0.0,0.5,risk_override_risk_on_only_0.00
2020-02,0.0,0.08196721311475456,0.0,0.5,risk_override_risk_on_only_0.00
2020-03,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.00
2020-04,0.0,-0.8688524590163934,0.0,0.5,risk_override_risk_on_only_0.00
2020-05,0.0,-0.934426229508197,0.0,0.5,risk_override_risk_on_only_0.00
2020-06,0.0,-0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.00
2020-07,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.00
2020-08,0.0,0.1147540983606558,0.0,0.5,risk_override_risk_on_only_0.00
2020-09,0.0,0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2020-10,0.0,0.8032786885245906,0.0,0.5,risk_override_risk_on_only_0.00
2020-11,0.0,0.540983606557377,0.0,0.5,risk_override_risk_on_only_0.00
2020-12,0.0,0.6065573770491802,0.0,0.5,risk_override_risk_on_only_0.00
2021-01,0.0,0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2021-02,0.18032786885245938,0.7377049180327866,-0.18032786885245938,0.4729508196721311,risk_override_risk_on_only_0.00
2021-03,0.42622950819672123,0.901639344262295,-0.42622950819672123,0.4360655737704918,risk_override_risk_on_only_0.00
2021-04,1.0,1.0,-1.0,0.35,risk_override_risk_on_only_0.00
2021-05,0.7540983606557372,0.9672131147540982,-0.7540983606557372,0.3868852459016394,risk_override_risk_on_only_0.00
2021-06,1.0,0.901639344262295,-1.0,0.35,risk_override_risk_on_only_0.00
2021-07,0.6721311475409841,0.7377049180327866,-0.6721311475409841,0.3991803278688524,risk_override_risk_on_only_0.00
2021-08,0.0,0.540983606557377,0.0,0.5,risk_override_risk_on_only_0.00
2021-09,0.0,0.3442622950819674,0.0,0.5,risk_override_risk_on_only_0.00
2021-10,0.0,0.21311475409836098,0.0,0.5,risk_override_risk_on_only_0.00
2021-11,0.18032786885245938,0.14754098360655704,-0.18032786885245938,0.4729508196721311,risk_override_risk_on_only_0.00
2021-12,0.5901639344262299,0.04918032786885259,-0.5901639344262299,0.4114754098360655,risk_override_risk_on_only_0.00
2022-01,0.0,-0.21311475409836061,0.0,0.5,risk_override_risk_on_only_0.00
2022-02,1.0,-0.3770491803278686,-1.0,0.35,risk_override_risk_on_only_0.00
2022-03,0.7540983606557372,-0.3770491803278686,-0.7540983606557372,0.3868852459016394,risk_override_risk_on_only_0.00
2022-04,0.918032786885246,-0.3770491803278686,-0.918032786885246,0.3622950819672131,risk_override_risk_on_only_0.00
2022-05,0.5081967213114754,-0.2786885245901638,-0.5081967213114754,0.4237704918032787,risk_override_risk_on_only_0.00
2022-06,0.5901639344262299,-0.2459016393442622,-0.5901639344262299,0.4114754098360655,risk_override_risk_on_only_0.00
2022-07,0.0,-0.540983606557377,0.0,0.5,risk_override_risk_on_only_0.00
2022-08,0.0,-0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.00
2022-09,0.0,-0.3770491803278686,0.0,0.5,risk_override_risk_on_only_0.00
2022-10,0.0,-0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2022-11,0.0,-0.6721311475409838,0.0,0.5,risk_override_risk_on_only_0.00
2022-12,0.0,-0.4426229508196722,0.0,0.5,risk_override_risk_on_only_0.00
2023-01,0.0,0.14754098360655704,0.0,0.5,risk_override_risk_on_only_0.00
2023-02,0.0,0.2459016393442622,0.0,0.5,risk_override_risk_on_only_0.00
2023-03,0.0,0.3442622950819674,0.0,0.5,risk_override_risk_on_only_0.00
2023-04,0.0,0.44262295081967257,0.0,0.5,risk_override_risk_on_only_0.00
2023-05,0.0,0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.00
2023-06,0.0,0.44262295081967257,0.0,0.5,risk_override_risk_on_only_0.00
2023-07,0.0,0.6065573770491802,0.0,0.5,risk_override_risk_on_only_0.00
2023-08,0.0,0.5081967213114751,0.0,0.5,risk_override_risk_on_only_0.00
2023-09,0.0,0.44262295081967257,0.0,0.5,risk_override_risk_on_only_0.00
2023-10,0.0,0.5081967213114751,0.0,0.5,risk_override_risk_on_only_0.00
2023-11,0.0,0.3114754098360654,0.0,0.5,risk_override_risk_on_only_0.00
2023-12,0.0,0.180327868852459,0.0,0.5,risk_override_risk_on_only_0.00
2024-01,0.0,0.2786885245901642,0.0,0.5,risk_override_risk_on_only_0.00
2024-02,0.0,0.3114754098360654,0.0,0.5,risk_override_risk_on_only_0.00
2024-03,0.0,0.21311475409836098,0.0,0.5,risk_override_risk_on_only_0.00
2024-04,0.0,0.4098360655737706,0.0,0.5,risk_override_risk_on_only_0.00
2024-05,0.0,0.4754098360655738,0.0,0.5,risk_override_risk_on_only_0.00
2024-06,0.0,0.2459016393442622,0.0,0.5,risk_override_risk_on_only_0.00
2024-07,0.0,0.2786885245901642,0.0,0.5,risk_override_risk_on_only_0.00
2024-08,0.0,0.540983606557377,0.0,0.5,risk_override_risk_on_only_0.00
2024-09,1.0,0.3114754098360654,-1.0,0.35,risk_override_risk_on_only_0.00
2024-10,0.0,-0.04918032786885259,0.0,0.5,risk_override_risk_on_only_0.00
2024-11,0.0,0.08196721311475456,0.0,0.5,risk_override_risk_on_only_0.00
2024-12,0.0,-0.1475409836065574,0.0,0.5,risk_override_risk_on_only_0.00
2025-01,0.0,-0.21311475409836061,0.0,0.5,risk_override_risk_on_only_0.00
2025-02,0.0,-0.3770491803278686,0.0,0.5,risk_override_risk_on_only_0.00
2025-03,0.0,-0.180327868852459,0.0,0.5,risk_override_risk_on_only_0.00
2025-04,0.0,-0.1475409836065574,0.0,0.5,risk_override_risk_on_only_0.00
2025-05,0.0,-0.3442622950819674,0.0,0.5,risk_override_risk_on_only_0.00
2025-06,0.0,-0.04918032786885259,0.0,0.5,risk_override_risk_on_only_0.00
2025-07,0.0,0.2459016393442622,0.0,0.5,risk_override_risk_on_only_0.00
2025-08,0.0,0.6721311475409835,0.0,0.5,risk_override_risk_on_only_0.00
2025-09,0.0,0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2025-10,0.0,0.573770491803279,0.0,0.5,risk_override_risk_on_only_0.00
2025-11,0.0,0.8360655737704918,0.0,0.5,risk_override_risk_on_only_0.00
2025-12,0.0,0.8688524590163937,0.0,0.5,risk_override_risk_on_only_0.00
2026-01,0.0,0.6393442622950822,0.0,0.5,risk_override_risk_on_only_0.00
2026-02,0.0,0.7049180327868854,0.0,0.5,risk_override_risk_on_only_0.00
2026-03,1.0,0.934426229508197,-1.0,0.35,risk_override_risk_on_only_0.00
2026-04,0.918032786885246,0.9672131147540982,-0.918032786885246,0.3622950819672131,risk_override_risk_on_only_0.00
2026-05,0.7540983606557372,0.8688524590163937,-0.7540983606557372,0.3868852459016394,risk_override_risk_on_only_0.00
2026-06,0.8360655737704922,0.901639344262295,-0.8360655737704922,0.3745901639344262,risk_override_risk_on_only_0.00
2026-07,0.016393442622950616,0.901639344262295,-0.016393442622950616,0.4975409836065574,risk_override_risk_on_only_0.00
