month,risk_severity,p_up,score,factor_name
2016-08,0.0,0.5,-0.0,blend_0.75
2016-09,0.0,0.5,-0.0,blend_0.75
2016-10,0.20901639344262304,0.46864754098360656,-0.20901639344262304,blend_0.75
2016-11,0.6721311475409837,0.39918032786885244,-0.6721311475409837,blend_0.75
2016-12,0.8565573770491803,0.371516393442623,-0.8565573770491803,blend_0.75
2017-01,0.8360655737704918,0.37459016393442623,-0.8360655737704918,blend_0.75
2017-02,0.9385245901639343,0.35922131147540987,-0.9385245901639343,blend_0.75
2017-03,1.0,0.35,-1.0,blend_0.75
2017-04,0.7540983606557372,0.3868852459016394,-0.7540983606557372,blend_0.75
2017-05,0.8360655737704918,0.37459016393442623,-0.8360655737704918,blend_0.75
2017-06,0.8565573770491803,0.371516393442623,-0.8565573770491803,blend_0.75
2017-07,0.5081967213114754,0.4237704918032787,-0.5081967213114754,blend_0.75
2017-08,0.3196721311475409,0.4520491803278689,-0.3196721311475409,blend_0.75
2017-09,0.0983606557377048,0.4852459016393443,-0.0983606557377048,blend_0.75
2017-10,0.26229508196721285,0.4606557377049181,-0.26229508196721285,blend_0.75
2017-11,0.42622950819672123,0.4360655737704918,-0.42622950819672123,blend_0.75
2017-12,0.28278688524590173,0.4575819672131147,-0.28278688524590173,blend_0.75
2018-01,0.20081967213114746,0.4698770491803279,-0.20081967213114746,blend_0.75
2018-02,0.4877049180327869,0.426844262295082,-0.4877049180327869,blend_0.75
2018-03,0.0,0.5,-0.0,blend_0.75
2018-04,0.75,0.3875,-0.75,blend_0.75
2018-05,0.0,0.5,-0.0,blend_0.75
2018-06,0.528688524590164,0.4206967213114754,-0.528688524590164,blend_0.75
2018-07,0.9385245901639343,0.35922131147540987,-0.9385245901639343,blend_0.75
2018-08,0.6885245901639342,0.3967213114754099,-0.6885245901639342,blend_0.75
2018-09,0.0,0.5,-0.0,blend_0.75
2018-10,0.0,0.5,-0.0,blend_0.75
2018-11,0.36475409836065564,0.44528688524590165,-0.36475409836065564,blend_0.75
2018-12,0.0,0.5,-0.0,blend_0.75
2019-01,0.0,0.5,-0.0,blend_0.75
2019-02,0.0,0.5,-0.0,blend_0.75
2019-03,0.0,0.5,-0.0,blend_0.75
2019-04,0.0,0.5,-0.0,blend_0.75
2019-05,0.0,0.5,-0.0,blend_0.75
2019-06,0.0,0.5,-0.0,blend_0.75
2019-07,0.0,0.5,-0.0,blend_0.75
2019-08,0.0,0.5,-0.0,blend_0.75
2019-09,0.0,0.5,-0.0,blend_0.75
2019-10,0.0,0.5,-0.0,blend_0.75
2019-11,0.0,0.5,-0.0,blend_0.75
2019-12,0.0,0.5,-0.0,blend_0.75
2020-01,0.0,0.5,-0.0,blend_0.75
2020-02,0.0,0.5,-0.0,blend_0.75
2020-03,0.0,0.5,-0.0,blend_0.75
2020-04,0.0,0.5,-0.0,blend_0.75
2020-05,0.0,0.5,-0.0,blend_0.75
2020-06,0.0,0.5,-0.0,blend_0.75
2020-07,0.0,0.5,-0.0,blend_0.75
2020-08,0.0,0.5,-0.0,blend_0.75
2020-09,0.0,0.5,-0.0,blend_0.75
2020-10,0.0,0.5,-0.0,blend_0.75
2020-11,0.0,0.5,-0.0,blend_0.75
2020-12,0.0,0.5,-0.0,blend_0.75
2021-01,0.0,0.5,-0.0,blend_0.75
2021-02,0.045081967213114846,0.49323770491803276,-0.045081967213114846,blend_0.75
2021-03,0.10655737704918031,0.4840163934426229,-0.10655737704918031,blend_0.75
2021-04,1.0,0.35,-1.0,blend_0.75
2021-05,0.8770491803278685,0.36844262295081975,-0.8770491803278685,blend_0.75
2021-06,0.8155737704918029,0.3776639344262296,-0.8155737704918029,blend_0.75
2021-07,0.6721311475409839,0.39918032786885244,-0.6721311475409839,blend_0.75
2021-08,0.5040983606557379,0.42438524590163934,-0.5040983606557379,blend_0.75
2021-09,0.0,0.5,-0.0,blend_0.75
2021-10,0.3811475409836066,0.442827868852459,-0.3811475409836066,blend_0.75
2021-11,0.48770491803278704,0.42684426229508193,-0.48770491803278704,blend_0.75
2021-12,0.7131147540983604,0.39303278688524595,-0.7131147540983604,blend_0.75
2022-01,0.5040983606557379,0.42438524590163934,-0.5040983606557379,blend_0.75
2022-02,1.0,0.35,-1.0,blend_0.75
2022-03,0.9385245901639343,0.35922131147540987,-0.9385245901639343,blend_0.75
2022-04,0.9795081967213115,0.3530737704918033,-0.9795081967213115,blend_0.75
2022-05,0.6311475409836067,0.405327868852459,-0.6311475409836067,blend_0.75
2022-06,0.8360655737704916,0.37459016393442623,-0.8360655737704916,blend_0.75
2022-07,0.3811475409836066,0.442827868852459,-0.3811475409836066,blend_0.75
2022-08,0.2581967213114753,0.4612704918032787,-0.2581967213114753,blend_0.75
2022-09,0.0,0.5,-0.0,blend_0.75
2022-10,0.0,0.5,-0.0,blend_0.75
2022-11,0.0,0.5,-0.0,blend_0.75
2022-12,0.0,0.5,-0.0,blend_0.75
2023-01,0.0,0.5,-0.0,blend_0.75
2023-02,0.0,0.5,-0.0,blend_0.75
2023-03,0.0,0.5,-0.0,blend_0.75
2023-04,0.0,0.5,-0.0,blend_0.75
2023-05,0.0,0.5,-0.0,blend_0.75
2023-06,0.0,0.5,-0.0,blend_0.75
2023-07,0.0,0.5,-0.0,blend_0.75
2023-08,0.0,0.5,-0.0,blend_0.75
2023-09,0.0,0.5,-0.0,blend_0.75
2023-10,0.0,0.5,-0.0,blend_0.75
2023-11,0.0,0.5,-0.0,blend_0.75
2023-12,0.0,0.5,-0.0,blend_0.75
2024-01,0.0,0.5,-0.0,blend_0.75
2024-02,0.0,0.5,-0.0,blend_0.75
2024-03,0.0,0.5,-0.0,blend_0.75
2024-04,0.0,0.5,-0.0,blend_0.75
2024-05,0.0,0.5,-0.0,blend_0.75
2024-06,0.0,0.5,-0.0,blend_0.75
2024-07,0.0,0.5,-0.0,blend_0.75
2024-08,0.0,0.5,-0.0,blend_0.75
2024-09,0.25,0.4625,-0.25,blend_0.75
2024-10,0.0,0.5,-0.0,blend_0.75
2024-11,0.0,0.5,-0.0,blend_0.75
2024-12,0.0,0.5,-0.0,blend_0.75
2025-01,0.0,0.5,-0.0,blend_0.75
2025-02,0.0,0.5,-0.0,blend_0.75
2025-03,0.0,0.5,-0.0,blend_0.75
2025-04,0.0,0.5,-0.0,blend_0.75
2025-05,0.0,0.5,-0.0,blend_0.75
2025-06,0.0,0.5,-0.0,blend_0.75
2025-07,0.0,0.5,-0.0,blend_0.75
2025-08,0.0,0.5,-0.0,blend_0.75
2025-09,0.0,0.5,-0.0,blend_0.75
2025-10,0.0,0.5,-0.0,blend_0.75
2025-11,0.0,0.5,-0.0,blend_0.75
2025-12,0.0,0.5,-0.0,blend_0.75
2026-01,0.0,0.5,-0.0,blend_0.75
2026-02,0.0,0.5,-0.0,blend_0.75
2026-03,0.8155737704918029,0.3776639344262296,-0.8155737704918029,blend_0.75
2026-04,0.6721311475409837,0.39918032786885244,-0.6721311475409837,blend_0.75
2026-05,0.9385245901639343,0.35922131147540987,-0.9385245901639343,blend_0.75
2026-06,0.8360655737704918,0.37459016393442623,-0.8360655737704918,blend_0.75
2026-07,0.004098360655737654,0.49938524590163935,-0.004098360655737654,blend_0.75
