name,model_name,rank_threshold,otm,spread_width,coverage,dd_trigger,premium_markup,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,ActiveMonths,AnnualPremium,AvgPayoff,AvgTurnover,MDD9Pass
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.025,0.1,0.5,-0.05,0.1,129.0,0.11111236259247237,0.20404261434248772,0.6182157865051577,1.0720050852977883,-0.2701684154669245,0.4112707342212449,3.1038325408492673,0.5968992248062015,99,0.06754671809135127,0.00250140133230276,0.1090836448420419,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.025,0.1,0.5,-0.99,0.1,129.0,0.13968861357148765,0.21310874629528237,0.7204886513239829,1.2780527263753279,-0.2701684154669247,0.5170427243690482,4.078042526543404,0.6124031007751938,16,0.01790453546427806,0.0005378175623455869,0.10836832109290907,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.025,0.1,1.0,-0.03,0.1,129.0,0.06718106197658713,0.1913979048262746,0.43419866668029455,0.7378858657499926,-0.4141454275106008,0.16221611422926432,2.0116836189879383,0.5038759689922481,108,0.14874541685430087,0.005831512924624137,0.11075387630070975,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.025,0.1,1.0,-0.05,0.1,129.0,0.06793700441310047,0.19384705785357714,0.4346984654845006,0.7396556568101232,-0.42636707702760535,0.15933923624384783,2.0270552158652992,0.5116279069767442,105,0.14395098677389098,0.005506674122242231,0.1107227905736475,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.025,0.1,1.0,-0.99,0.1,129.0,0.12721206937055696,0.21191638961624623,0.6708225617690176,1.1836282181378321,-0.28838848798450467,0.4411135488091749,3.6229348559431136,0.6046511627906976,16,0.035366472412298226,0.00106249794166473,0.10876629473150458,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.025,0.1,1.5,-0.03,0.1,129.0,0.02927891549498418,0.18529672006384004,0.24667175469789918,0.40660397369332285,-0.5717339526920884,0.051210734218460105,1.3637368376450025,0.4496124031007752,110,0.22750093678363448,0.009380324702445845,0.11233367212571876,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.025,0.1,1.5,-0.05,0.1,129.0,0.03337920053884136,0.1876215259225905,0.26696677799897967,0.4455786232937308,-0.5717339526920882,0.058382400383378996,1.4232852440975479,0.4496124031007752,109,0.22361586696345082,0.009380324702445845,0.11217179421654443,False
logit_s_l5_c01_rq0.80_otm0.025_w0.100_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.025,0.1,1.5,-0.99,0.1,129.0,0.11498388555680084,0.21153038175237032,0.6195567673227059,1.0868093475164158,-0.3062004452901451,0.3755183486028115,3.222087650745402,0.5968992248062015,16,0.052402521405158595,0.001574521004141514,0.10915103885096271,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.025,0.15,0.5,-0.03,0.1,129.0,0.10784508640533752,0.19963982654378012,0.6125276584111731,1.0723745434342438,-0.2882598372022803,0.37412456571138447,3.0071122172825286,0.5891472868217055,107,0.08147654228299764,0.0033470509262343837,0.1095294843097311,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.025,0.15,0.5,-0.05,0.1,129.0,0.10543543723014404,0.20348403140283286,0.5941036288617992,1.0203683638394594,-0.2832186652904296,0.372275736565682,2.937540511550624,0.5968992248062015,100,0.07272729819164045,0.0025101831454215936,0.10920385194063938,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.025,0.15,0.5,-0.99,0.1,129.0,0.13797213174116707,0.21311898696394135,0.7133210620179632,1.2629818309023266,-0.2761054758958267,0.4997080600937568,4.012499448273413,0.6124031007751938,16,0.01938845988070652,0.0005372681702450316,0.10839663370164103,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.025,0.15,1.0,-0.03,0.1,129.0,0.05842214504033638,0.18986569119904378,0.3927451948848752,0.6570827478284593,-0.44840181896781306,0.1302897146466081,1.8411253903412381,0.5038759689922481,110,0.16316046973530995,0.006331994571464579,0.11097501052456467,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.025,0.15,1.0,-0.05,0.1,129.0,0.06155974554770216,0.19162857584711374,0.40624695474299816,0.6859825688175573,-0.4484018189678133,0.13728701121107847,1.9006526173913476,0.5038759689922481,109,0.16025220769209667,0.006331994571464579,0.11085383293943077,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.025,0.15,1.0,-0.99,0.1,129.0,0.12386602723063334,0.21206905559759814,0.6563377557772276,1.1541632589544817,-0.2997694342378536,0.4132043266704476,3.5089836205687934,0.6046511627906976,16,0.038252888838789696,0.0010603578706787455,0.10882139727964925,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.025,0.15,1.5,-0.03,0.1,129.0,0.01418555910290098,0.1843343032239613,0.1669560053955999,0.2676534743829702,-0.619049497277188,0.022915064409702927,1.1634890237287063,0.4418604651162791,110,0.24193592088945884,0.009383583836420618,0.11255897390918555,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.025,0.15,1.5,-0.05,0.1,129.0,0.018663489021719437,0.18688316285765555,0.19059786642149015,0.3097796528813378,-0.6190494972771882,0.030148621562263535,1.219917495191391,0.4418604651162791,109,0.23764067078123904,0.009383583836420618,0.11238000515467639,False
logit_s_l5_c01_rq0.80_otm0.025_w0.150_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.025,0.15,1.5,-0.99,0.1,129.0,0.1100903228476211,0.21194026619432405,0.5978250594547075,1.0437939353201733,-0.32256635432347147,0.3412951207466042,3.073278408889445,0.5891472868217055,16,0.056615104105938965,0.0015698301315496212,0.10923150251036656,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.025,1.0,0.5,-0.03,0.1,129.0,0.10420912621982126,0.19838460435180855,0.5986547448577352,1.0373747680613699,-0.2959271446714161,0.3521445331942437,2.9026977850862044,0.5891472868217055,107,0.08466787186899681,0.0033436780590747643,0.10951579065517958,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.025,1.0,0.5,-0.05,0.1,129.0,0.10221713602164662,0.20218710128089634,0.5822860844266924,0.9911246099781563,-0.29004278011038664,0.3524208945409503,2.8468983164519264,0.5968992248062015,100,0.07554984397370522,0.0025080878302926285,0.1092959707944224,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.025,1.0,0.5,-0.99,0.1,129.0,0.13740807469825156,0.21309773190306316,0.7110214328958193,1.258150357902513,-0.27774690391337087,0.49472405546997233,3.9911706848724657,0.6124031007751938,16,0.019875426875243657,0.0005371126204374671,0.10840549967143824,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.025,1.0,1.0,-0.03,0.1,129.0,0.04365652006378773,0.18663910802505698,0.32101415538321904,0.5233006399895899,-0.4636885573448979,0.09415052274260763,1.5830480579716535,0.49612403100775193,112,0.17667471460784928,0.006323740322625585,0.1114440453551454,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.025,1.0,1.0,-0.05,0.1,129.0,0.055285153529023745,0.1898616514085303,0.3771198070861786,0.6268673627886315,-0.4636885573448972,0.11922906583157705,1.783305107786902,0.5038759689922481,109,0.16583549503639494,0.006323740322625585,0.11099241120633481,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.025,1.0,1.0,-0.99,0.1,129.0,0.1227699812332661,0.21208524307515753,0.6516585392312368,1.144758266454488,-0.30289617128782675,0.40532034694028557,3.4723702061436903,0.6046511627906976,16,0.03919590297864728,0.0010597535574274986,0.10883857028955905,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.025,1.0,1.5,-0.03,0.1,129.0,-0.0126671274848148,0.17559349645881855,0.014434127649546036,0.021663410852478582,-0.6345178232951763,-0.019963391129081146,0.8719341053468933,0.43410852713178294,113,0.2674363389952143,0.009365745968454287,0.11348527404737258,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.025,1.0,1.5,-0.05,0.1,129.0,-0.008147130360233734,0.17840257490167744,0.04233173501069874,0.06454982289975388,-0.6345178232951766,-0.012839876298389973,0.9158154846033411,0.43410852713178294,112,0.262987026408183,0.009365745968454287,0.11329988602291294,False
logit_s_l5_c01_rq0.80_otm0.025_put_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.025,1.0,1.5,-0.99,0.1,129.0,0.10849231552690375,0.21204413759461774,0.5907801674323768,1.0301411455028215,-0.3270351171204411,0.3317451547166661,3.0260519728092063,0.5891472868217055,16,0.057985490603631104,0.001568508928535972,0.10925646443309159,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.05,0.5,-0.03,0.1,129.0,0.12871876761822842,0.20880576587253225,0.6846462776742759,1.1964714857204384,-0.277003299603503,0.46468315649118225,3.6753336638661054,0.5968992248062015,99,0.0350180256792169,0.0011330731000178172,0.108722229074183,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.05,0.5,-0.05,0.1,129.0,0.12730910967251785,0.21011047164382624,0.6757175678388518,1.1754870339000594,-0.2770032996035031,0.45959419925591327,3.6262891240414965,0.5968992248062015,91,0.030750894551524167,0.0006970215118087118,0.10851070908342991,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.05,0.5,-0.99,0.1,129.0,0.14347364037807475,0.21452101848060692,0.7328075879354131,1.2980090197109015,-0.2770032996035031,0.5179492106535915,4.2260165567163375,0.6124031007751938,16,0.009408373556619127,0.00012666515253571448,0.10823368040652652,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.05,0.05,1.0,-0.03,0.1,129.0,0.10044605136095819,0.2032930198692648,0.5721236866557533,0.9746109533323782,-0.3021299691311795,0.3324597412491254,2.7981057982255875,0.5891472868217055,106,0.07409908010363829,0.0022486905628141653,0.10962961037737733,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.05,0.05,1.0,-0.05,0.1,129.0,0.1018354536021222,0.20604162140417895,0.5734396161647889,0.9707533944540075,-0.3015051855840699,0.33775688933790166,2.8363183963580547,0.5891472868217055,99,0.06744988329307934,0.0018428042418755877,0.10945198209458891,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.05,0.05,1.0,-0.99,0.1,129.0,0.13464524616181417,0.21417364112028678,0.6970775693433047,1.2257670990051979,-0.30150518558407025,0.4465768835815606,3.8881772284653393,0.6124031007751938,16,0.018691672030780905,0.0002518157313416767,0.1085065248904853,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.05,1.5,-0.03,0.1,129.0,0.07504465588287523,0.19943619377860086,0.4618163581281272,0.7646368401147536,-0.3784690501351443,0.19828478935352356,2.176882182386159,0.5658914728682171,107,0.10994030684871772,0.003305285236740284,0.11057798998846446,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.05,1.5,-0.05,0.1,129.0,0.07401580297246557,0.20021706947873075,0.45585872562221685,0.7577547813508725,-0.39856624591890466,0.18570514620930895,2.154590395150724,0.5658914728682171,104,0.1047182249467609,0.0027736728274443184,0.11010808164434378,False
logit_s_l5_c01_rq0.80_otm0.050_w0.050_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.05,1.5,-0.99,0.1,129.0,0.1259323097560343,0.21410390069508572,0.6608731041052256,1.153330405236606,-0.3250930314017524,0.387373144275142,3.578961525261056,0.6046511627906976,16,0.027852480661664403,0.0003754787966912881,0.10877498700013373,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.1,0.5,-0.03,0.1,129.0,0.12347301144618417,0.20652044470881015,0.6672836873664167,1.160715459943048,-0.28761440793590365,0.4293005080388767,3.495814857026922,0.6046511627906976,104,0.045653503270767386,0.001604891317752377,0.10893604947259276,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.1,0.5,-0.05,0.1,129.0,0.12037699965925452,0.20918179914094487,0.6482364471160311,1.1117265665835698,-0.28761440793590387,0.4185360550020883,3.3936338576542924,0.6046511627906976,95,0.04052582108949284,0.001004999745105295,0.10879556038849914,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.1,0.5,-0.99,0.1,129.0,0.1404294580184231,0.21454343858382688,0.7202062952402427,1.271154898627572,-0.28761440793590387,0.48825599185461677,4.106630128149283,0.6124031007751938,16,0.012048403315439823,0.00012646817888447786,0.10829637463082528,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.05,0.1,1.0,-0.03,0.1,129.0,0.08483894180980212,0.2020150039136536,0.5036572025915482,0.8334241618300767,-0.34054696422199815,0.24912552664688184,2.3998086473187823,0.5891472868217055,106,0.09031598759766254,0.002443856593312841,0.10993902494760689,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.05,0.1,1.0,-0.05,0.1,129.0,0.08498566977172217,0.2045912594381565,0.5005258550965039,0.8248807075334946,-0.35309831876682174,0.24068556901808646,2.403300203798566,0.5891472868217055,103,0.08531838880572151,0.0020690364442963616,0.10975339252292263,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.05,0.1,1.0,-0.99,0.1,129.0,0.12865978870580608,0.21438513091165634,0.6716999075245352,1.172946171701553,-0.32170595873105357,0.39992976571927835,3.6732696832046603,0.6124031007751938,16,0.023887997283592394,0.0002510384771460477,0.10863002709404337,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.1,1.5,-0.03,0.1,129.0,0.05491166537381997,0.19738112033272856,0.3686920321762618,0.5920216012170091,-0.4795657902626851,0.11450288258414298,1.7765319384717073,0.5271317829457365,110,0.1404397617927511,0.004280806081901801,0.11092987272524195,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.1,1.5,-0.05,0.1,129.0,0.05794316587195403,0.19903765707301851,0.38160545594663764,0.6178997472164262,-0.4795657902626851,0.12082422693289967,1.8321883928846898,0.5271317829457365,109,0.13761900242181188,0.004280806081901801,0.11081234108478615,False
logit_s_l5_c01_rq0.80_otm0.050_w0.100_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.1,1.5,-0.99,0.1,129.0,0.11710469782235289,0.21465757033949603,0.6227325905705421,1.0756719497563803,-0.3539447191515669,0.3308558977883947,3.288585900194029,0.6046511627906976,16,0.035524486208969294,0.00037375343046198935,0.10895747751134023,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.15,0.5,-0.03,0.1,129.0,0.12115595199434681,0.20562554948101502,0.6592671605218638,1.141820210467972,-0.29057911605990183,0.41694652264470017,3.4190841414697823,0.6046511627906976,104,0.0487318465268209,0.0016851407053039167,0.10901125544467466,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.15,0.5,-0.05,0.1,129.0,0.11671920791918633,0.2086358955343639,0.6336786004364116,1.080319835926568,-0.2905791160599017,0.40167789585788793,3.27640704946722,0.6046511627906976,99,0.04426204234276396,0.001043776373406996,0.10886906254772466,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.15,0.5,-0.99,0.1,129.0,0.13951269036120584,0.21452972613251636,0.7164539949968474,1.26317033548648,-0.2905791160599015,0.4801194671280023,4.071280601370477,0.6124031007751938,16,0.012843140860118552,0.0001264211835905334,0.10831387377354776,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.05,0.15,1.0,-0.03,0.1,129.0,0.07920786229916787,0.20076157317444393,0.479616964198198,0.7860319333034191,-0.3554670028696013,0.22282760891936937,2.269236872078877,0.5813953488372093,108,0.09919799426729069,0.0027394105069843537,0.11008733402509827,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.05,0.15,1.0,-0.05,0.1,129.0,0.08294543614870009,0.20262662266377843,0.4941978889530251,0.8113330661064507,-0.3459349365547667,0.23977178186964815,2.3551614576177524,0.5813953488372093,103,0.0909117579218789,0.0023648599999681165,0.10998661037336514,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.05,0.15,1.0,-0.99,0.1,129.0,0.12686408485721268,0.21442590303430228,0.6641196072031975,1.1573137149920911,-0.3272891556375068,0.3876208015817138,3.610929645686079,0.6046511627906976,16,0.02544572325294729,0.00025085340628951873,0.10866436793425713,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.05,0.15,1.5,-0.03,0.1,129.0,0.04559079229430951,0.19643200824842957,0.32437612816766914,0.5120012380662066,-0.5113043850867979,0.08916565870361179,1.6148746366464428,0.5271317829457365,110,0.14893813387851662,0.004268570297026307,0.1111017616130765,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.05,0.15,1.5,-0.05,0.1,129.0,0.048858246068785194,0.19822600086847625,0.3388655109847364,0.53975647090071,-0.511304385086798,0.09555608653833689,1.669958071612707,0.5271317829457365,109,0.14587521088315492,0.004268570297026307,0.11097413982160309,False
logit_s_l5_c01_rq0.80_otm0.050_w0.150_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.05,0.15,1.5,-0.99,0.1,129.0,0.11446618068192405,0.21481414449682162,0.6113342829855285,1.0528315817954041,-0.36183419114133597,0.3163498184648129,3.206041286212981,0.6046511627906976,16,0.037814944457975334,0.00037334341767713414,0.10900803209728695,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.05,1.0,0.5,-0.03,0.1,129.0,0.11880413180608551,0.20459025579330578,0.6513853998029576,1.1200715406342208,-0.29124098689424327,0.4079238058935235,3.342767429566542,0.6046511627906976,104,0.05077419155819102,0.0016837416132638014,0.10898894350348926,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.05,1.0,0.5,-0.05,0.1,129.0,0.11458080379502178,0.20756952249424168,0.6267219565214053,1.0615095784550903,-0.2912409868942434,0.3934226601032252,3.209587791766174,0.6046511627906976,99,0.04612048657985834,0.0010430156165535539,0.10893639647248433,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.05,1.0,0.5,-0.99,0.1,129.0,0.13925345238578846,0.21451147509547194,0.7154260956175251,1.2609769237187765,-0.2912409868942434,0.47813823827054514,4.061334855684832,0.6124031007751938,16,0.013067551196104131,0.00012641364816308866,0.10831829302255483,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.00_dd0.03,logit_s_l5_c01,0.8,0.05,1.0,1.0,-0.03,0.1,129.0,0.06855665263244526,0.1981550862040676,0.43321258595240203,0.6980128994846435,-0.3636793084293525,0.1885085322245187,2.0397347240387464,0.5736434108527132,110,0.10879278329034868,0.0027364204829790615,0.11044129200100912,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.00_dd0.05,logit_s_l5_c01,0.8,0.05,1.0,1.0,-0.05,0.1,129.0,0.07563904138058697,0.2019202940241122,0.46169656962783046,0.7463532069312508,-0.3742426870160467,0.2021122763511575,2.1898556471790496,0.5813953488372093,105,0.09743988034784393,0.00236191153197689,0.1100425999359544,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.00_dd0.99,logit_s_l5_c01,0.8,0.05,1.0,1.0,-0.99,0.1,129.0,0.12635751406198148,0.214414549601202,0.6620271700227659,1.1530297259342084,-0.328531319565484,0.38461329723175897,3.5935178105287475,0.6046511627906976,16,0.02588393049772022,0.00025082374916748045,0.108673002318225,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.50_dd0.03,logit_s_l5_c01,0.8,0.05,1.0,1.5,-0.03,0.1,129.0,0.02559430030761356,0.18957585851996173,0.2277189847601401,0.3441553266539307,-0.5212041855044087,0.0491060912775365,1.3121626905453716,0.5193798449612403,113,0.167443633803146,0.00426205711318127,0.11180605014593552,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.50_dd0.05,logit_s_l5_c01,0.8,0.05,1.0,1.5,-0.05,0.1,129.0,0.033679317621429616,0.1954276338331293,0.26628345544012766,0.41486078339568455,-0.5212041855044088,0.06461827928115271,1.427735104389649,0.5193798449612403,111,0.15977348430146143,0.00426205711318127,0.11148646058336534,False
logit_s_l5_c01_rq0.80_otm0.050_put_cov1.50_dd0.99,logit_s_l5_c01,0.8,0.05,1.0,1.5,-0.99,0.1,129.0,0.1137235811498285,0.21483203327040043,0.6081718326419577,1.0465947481521882,-0.3635835399655388,0.3127852849460882,3.183150797555686,0.6046511627906976,16,0.03845692027220321,0.00037327775324935057,0.10902068882628148,False
logit_s_l5_c01_rq0.80_otm0.075_w0.050_cov0.50_dd0.03,logit_s_l5_c01,0.8,0.075,0.05,0.5,-0.03,0.1,129.0,0.13647032603451392,0.2109644187273384,0.7125290881432729,1.2463381196704115,-0.27597810010277124,0.49449694009667383,3.9559389470522444,0.6046511627906976,98,0.022031590627259307,0.0006418284018002134,0.10838664499542795,False
logit_s_l5_c01_rq0.80_otm0.075_w0.050_cov0.50_dd0.05,logit_s_l5_c01,0.8,0.075,0.05,0.5,-0.05,0.1,129.0,0.13587932336110398,0.2122816385631273,0.7070112389941688,1.2291019376517833,-0.27597810010277146,0.49235545614128035,3.9338798030069193,0.6046511627906976,86,0.01909655576560952,0.0003822147133160103,0.10832987720831067,False
logit_s_l5_c01_rq0.80_otm0.075_w0.050_cov0.50_dd0.99,logit_s_l5_c01,0.8,0.075,0.05,0.5,-0.99,0.1,129.0,0.14542594702777545,0.2150757378438524,0.739517515793618,1.3087090595864384,-0.27597810010277124,0.5269474171088953,4.304229612836503,0.6124031007751938,16,0.006178288852022509,8.80416903770666e-06,0.10813643278933031,False
