target_month,asset_vol_signal_month,gvz_signal_date,gvz_level,gvz_causal_rank,gvz_prior_valid_observations,gvz_active,gvz_gld_variance_multiplier,ovx_signal_date,ovx_level,ovx_causal_rank,ovx_prior_valid_observations,ovx_active,ovx_uso_variance_multiplier,vix6_stress_score,macro_fragility,gld_recent_1m_return,gld_realized_vol_21d,gld_future_realized_vol_1m,gld_future_max_drawdown_1m,gld_future_max_drawdown_3m,gld_future_left_tail_1m,uso_recent_1m_return,uso_realized_vol_21d,uso_future_realized_vol_1m,uso_future_max_drawdown_1m,uso_future_max_drawdown_3m,uso_future_left_tail_1m
2010-12,2010-11,2010-11-30,22.61,0.39206349206349206,629,True,1.392063492063492,2010-11-30,31.89,0.23106904231625836,897,True,1.2310690423162582,0.6068482019031295,0.39190621986335594,0.061668669292267664,0.25407828771290175,0.20332548635477973,0.04317364164918924,0.10227775343057988,0.0,0.055398907477042236,0.3680727184416239,0.23238652366105308,0.03183603737265506,0.11253352247968884,
2011-01,2010-12,2010-12-31,19.53,0.16487730061349692,651,True,1.164877300613497,2010-12-31,29.48,0.12173913043478261,919,True,1.1217391304347826,0.3518005490678859,0.3838229892150813,-0.012246244942527795,0.20826555443259923,0.19317207127387578,0.08809216021262867,0.08809216021262867,0.0,0.03620655556657315,0.21550444211544934,0.30230249641034534,0.08876355391077351,0.09441580494178492,
2011-02,2011-01,2011-01-31,18.33,0.09895833333333333,671,True,1.0989583333333333,2011-01-31,35.18,0.4175531914893617,939,True,1.4175531914893618,0.32356450028976863,0.2760745855483998,-0.061959244988353146,0.18917647713250296,0.11696592579787755,0.010432611403519476,0.03753126247904859,0.0,-0.02035904661824739,0.29811102400859846,0.33255493357409843,0.07732788263418411,0.07732788263418411,
2011-03,2011-02,2011-02-28,15.98,0.015195369030390739,690,True,1.0151953690303908,2011-02-28,39.05,0.5260688216892596,958,True,1.5260688216892597,0.4823311448124028,0.475506870265909,0.06414406020713548,0.11780282296785405,0.12792056184313183,0.02599981966048681,0.05056978972924764,0.0,0.024356326692035912,0.3596377410632475,0.2474490712629813,0.06260482056219863,0.1484995813780492,
2011-04,2011-03,2011-03-31,17.16,0.0469187675070028,713,True,1.0469187675070029,2011-03-31,34.62,0.40122199592668023,981,True,1.4012219959266803,0.3492734591739761,0.3097724130302528,-0.019055932281579202,0.12552315771577074,0.141981827013236,0.014904156679810265,0.05056978972924764,0.0,0.059761030803243465,0.2258964146435809,0.26412847652556565,0.06372586651540191,0.21679991382889452,
2011-05,2011-04,2011-04-29,20.25,0.30994550408719346,733,True,1.3099455040871935,2011-04-29,30.39,0.17864271457085829,1001,True,1.1786427145708582,0.5267275526830861,0.36969996513901837,0.06297438894833984,0.13930641433281044,0.21697845930718898,0.05056978972924764,0.05262555262274604,0.0,0.02477715874308295,0.2600126308596817,0.4571012767485166,0.13344225164152623,0.2029503587502992,0.0
2011-06,2011-05,2011-05-31,16.74,0.05496688741721854,754,True,1.0549668874172184,2011-05-31,33.51,0.35826001955034215,1022,True,1.3582600195503423,0.4616519646582022,0.3678815060908085,-0.00837379220656742,0.2169784593071896,0.15397967394740097,0.04368112409265035,0.08120000124421689,0.0,-0.09570951480712797,0.4571012767485162,0.3059385670792849,0.11680842774790579,0.2355779270295134,0.0
2011-07,2011-06,2011-06-30,15.34,0.009652509652509652,776,True,1.0096525096525097,2011-06-30,31.36,0.22248803827751196,1044,True,1.222488038277512,0.4698506128364458,0.4996893968003766,-0.03769708345789702,0.15769726224601985,0.1845122315701133,0.02156973570342058,0.0936298262560088,0.0,-0.09273385280135493,0.30296178498293835,0.29302407369082634,0.04609811759080584,0.19101147133465068,0.0
2011-08,2011-07,2011-07-29,19.53,0.30614805520702637,796,True,1.3061480552070264,2011-07-29,33.64,0.3807511737089202,1064,True,1.3807511737089202,0.5046472055222658,0.5310486912256343,0.07496576852780223,0.1952472208219442,0.37179210892491654,0.08120000124421678,0.11045383685292831,0.0,0.0261574490150418,0.28762597565458375,0.529011726972492,0.1519938523638804,0.1519938523638804,0.0
2011-09,2011-08,2011-08-31,30.42,0.802439024390244,819,True,1.802439024390244,2011-08-31,44.33,0.7017463235294118,1087,True,1.7017463235294117,0.631294416030155,0.4612871390983979,0.1380293991331667,0.388161138930643,0.36229460321283413,0.09197053698124624,0.10882534724606163,0.0,-0.09291303992565048,0.5459262549331181,0.42960398899837465,0.0609506228335831,0.07580059227734415,0.0
2011-10,2011-09,2011-09-30,37.03,0.8543400713436385,840,True,1.8543400713436387,2011-09-30,55.68,0.8706041478809738,1108,True,1.8706041478809738,0.6886451498507974,0.6133611460430479,0.011606196835401095,0.3622946032128345,0.2715804076641835,0.06513053303833016,0.11635775951866534,0.0,-0.03017540989857359,0.42960398899837404,0.39906464019676474,0.03826470258424186,0.059479861512389154,0.0
2011-11,2011-10,2011-10-31,27.45,0.70707656612529,861,True,1.70707656612529,2011-10-31,43.26,0.6597345132743363,1129,True,1.6597345132743362,0.7073221295186016,0.6982464451162969,-0.04236760191182243,0.27158040766418406,0.23808946730016578,0.05422500404183872,0.11635775951866545,0.0,0.08525207940035884,0.39906464019676396,0.24626883138150235,0.042619119077712875,0.07066102975292776,0.0
2011-12,2011-11,2011-11-30,25.32,0.5973952434881087,882,True,1.5973952434881087,2011-11-30,41.0,0.5760208514335361,1150,True,1.576020851433536,0.5967912685548453,0.7412407438641975,0.05708279122244542,0.23808946730016647,0.2298912639193773,0.1043886826779108,0.1043886826779108,1.0,0.13966198145419906,0.24626883138150113,0.2705667287537271,0.05493483010075262,0.09079575154525066,0.0
2012-01,2011-12,2011-12-30,23.24,0.5038716814159292,903,True,1.5038716814159292,2011-12-30,38.74,0.5034129692832765,1171,True,1.5034129692832765,0.5353249842712401,0.7816140201331951,-0.07893405167145973,0.22989126391937792,0.18568004620608122,0.017518843998504008,0.08276915174105715,0.0,0.02604109924074871,0.27056672875372617,0.24989653690346417,0.07066102975292787,0.09079575154525077,0.0
2012-02,2012-01,2012-01-31,20.93,0.3685064935064935,923,True,1.3685064935064934,2012-01-31,32.31,0.2663590604026846,1191,True,1.2663590604026846,0.5484523870725403,0.8435162359450539,0.06869118590115986,0.18240054339684167,0.2641049311509286,0.053534002579229245,0.09367712578468013,0.0,-0.0532420723289555,0.2445811633406085,0.19711589597727924,0.029989014837108363,0.08420886069968381,0.0
2012-03,2012-02,2012-02-29,22.9,0.5074152542372882,943,True,1.507415254237288,2012-02-29,32.52,0.28094059405940597,1211,True,1.2809405940594059,0.46339796327952454,0.6689131446029661,-0.02533602386718381,0.26299977152812,0.16879456048706312,0.039257624859971973,0.07393690069385628,0.0,0.074713025943141,0.1923175366715689,0.23125330749394554,0.044115278912882694,0.1762582405214408,0.0
2012-04,2012-03,2012-03-30,17.01,0.07453416149068323,965,True,1.0745341614906831,2012-03-30,29.0,0.09481361426256078,1233,True,1.0948136142625609,0.3737798035973007,0.7802155542351621,-0.015336121535654335,0.17002375088726213,0.17345424711336388,0.04102284274979706,0.07160093257860323,0.0,-0.044413523395812726,0.2296220100660154,0.2193830884585964,0.041718832845060505,0.2521420865870665,0.0
2012-05,2012-04,2012-04-30,16.93,0.06947261663286004,985,True,1.06947261663286,2012-04-30,25.15,0.0043859649122807015,1253,True,1.0043859649122806,0.3812444741959332,0.7668530071670365,0.00027103706081144097,0.1708566846330707,0.16658467660225318,0.057910974234131274,0.07338919339746386,0.0,0.017440320676603616,0.21382977395000338,0.2697340286416455,0.15132216399055864,0.2521420865870664,1.0
2012-06,2012-05,2012-05-31,23.11,0.5441468253968254,1007,True,1.5441468253968254,2012-05-31,34.79,0.436128526645768,1275,True,1.436128526645768,0.4555759192251566,0.7095174692240717,0.0012502128136637758,0.1698180394264839,0.3001743967475228,0.06433283688725544,0.07928216689800416,0.0,-0.16467582238928802,0.26988189672103646,0.5301342184032113,0.11879645999779143,0.11879645999779143,0.0
2012-07,2012-06,2012-06-29,19.53,0.2886297376093295,1028,True,1.2886297376093294,2012-06-29,35.0,0.44140323824209715,1296,True,1.4414032382420972,0.44660210472209994,0.7848382898988667,-0.0590397299023262,0.30017439674752333,0.2853590307642733,0.040182725205086034,0.04935030094373649,0.0,-0.06259063146850974,0.5301342184032107,0.43232813713007967,0.06038471231723763,0.10359085981127247,0.0
2012-08,2012-07,2012-07-31,19.51,0.2957142857142857,1049,True,1.2957142857142858,2012-07-31,34.53,0.417298937784522,1317,True,1.417298937784522,0.48878534642768656,0.83971674335173,0.01652826136328156,0.28535903076427394,0.22224349669365098,0.03530953920406188,0.06200586690977539,0.0,0.06476552988464235,0.4323281371300792,0.29986138250029704,0.031985822856043455,0.16610819779714614,0.0
2012-09,2012-08,2012-08-31,17.89,0.16076421248835043,1072,True,1.1607642124883504,2012-08-31,31.4,0.2296793437733035,1340,True,1.2296793437733036,0.5041064592870463,0.8846415904110922,0.058576123084521425,0.22028858393641276,0.23522387326203126,0.0378585973123865,0.08650235202776624,0.0,0.08976759134919621,0.30160745413261963,0.3148074079736797,0.10359085981127258,0.19633424792786192,0.0
2012-10,2012-09,2012-09-28,16.76,0.07371794871794872,1091,True,1.0737179487179487,2012-09-28,32.45,0.3003676470588235,1359,True,1.3003676470588235,0.39009999583290583,0.8702705815032992,0.024442828447623244,0.2347555267335956,0.16311621420043151,0.05876688068684055,0.1290140984865411,0.0,-0.06809165027818198,0.30726607544382495,0.342647788136782,0.09177512800555299,0.12469552659725047,0.0
2012-11,2012-10,2012-10-31,14.99,0.008535489667565139,1112,True,1.0085354896675651,2012-10-31,32.18,0.2809558291093411,1380,True,1.280955829109341,0.4593555935966981,0.8624849840520277,-0.042843917911674856,0.16311621420043265,0.2350655680948149,0.03081022783539078,0.10432276040502686,0.0,-0.08429915818522415,0.34264778813678143,0.3274739731709797,0.058902860774299404,0.06002320795131233,0.0
2012-12,2012-11,2012-11-30,13.24,0.0030864197530864196,1133,True,1.0030864197530864,2012-11-30,27.62,0.05527817403708987,1401,True,1.0552781740370898,0.38372560012935913,0.8588940993396982,-0.036037414989669614,0.23506556809481574,0.18683470528701476,0.06394461735613699,0.09034538013393534,0.0,0.0054569885560906695,0.32747397317097915,0.23647799845112388,0.049962086152767426,0.08824845147939042,0.0
2013-01,2012-12,2012-12-31,14.38,0.02296360485268631,1153,True,1.0229636048526862,2012-12-31,28.45,0.08473980309423347,1421,True,1.0847398030942335,0.5400276805047992,0.8914646172478653,-0.009432976830038853,0.18313477075679072,0.28372915084072003,0.04995728949990241,0.0841601082371709,0.0,0.03568408731242689,0.23349237313046559,0.2527934830839515,0.031152511351576484,0.110653940415262,0.0
2013-02,2013-01,2013-01-31,13.76,0.02297872340425532,1174,True,1.0229787234042553,2013-01-31,22.54,0.0031185031185031187,1442,True,1.003118503118503,0.3849746221533161,0.8136026105382465,0.018145950178203307,0.2837291508407207,0.2466946210853048,0.0730129488472201,0.1778373759726355,0.0,0.05404147287715988,0.2527934830839507,0.2864946434326127,0.08824845147939042,0.11065394041526211,0.0
2013-03,2013-02,2013-02-28,15.79,0.09296482412060302,1193,True,1.092964824120603,2013-02-28,23.61,0.0140218878248974,1461,True,1.0140218878248974,0.4148604124417499,0.8792739960446734,-0.061954694057618,0.23434327779090194,0.2215151325047567,0.032760736189434425,0.17165437606048628,0.0,-0.07090685631930904,0.2718920923951311,0.2945314460372838,0.04130222658077831,0.10577762252767398,0.0
2013-04,2013-03,2013-03-28,12.41,0.0037067545304777594,1213,True,1.0037067545304779,2013-03-28,18.19,0.0016869095816464238,1481,True,1.0016869095816465,0.2887152024867031,0.8311023074635489,0.015541617194128277,0.22350343524498892,0.4842145992379419,0.17165437606048617,0.2347601190683738,0.0,0.06081270956036233,0.2943091056158682,0.34090047825154857,0.10577762252767409,0.10577762252767409,0.0
2013-05,2013-04,2013-04-30,22.09,0.5683656957928802,1235,True,1.5683656957928802,2013-04-30,24.57,0.04188829787234043,1503,True,1.0418882978723405,0.3941438454581441,0.8064630337654728,-0.08151590252600271,0.4938012405114171,0.29121697578076355,0.07071566906318982,0.14972056870126327,0.0,-0.050602447514833004,0.34298922747828664,0.3078787440233725,0.03746549955784084,0.06587179274810984,0.0
