target_month,option_signal_month,option_signal_date,macro_signal_date_for_residual,put_skew25,implied_variance_asymmetry,residual_put_skew_fast,residual_iva_fast,residual_put_skew_slow,residual_iva_slow,z_residual_put_skew_fast,z_residual_iva_fast,z_residual_put_skew_slow,z_residual_iva_slow,abnormal_bear_pressure_fast,abnormal_bear_pressure_slow,pure_direction_raw,option_erp_proxy,z_option_erp_proxy,q_dte,q_coverage,q_parity,q_arbitrage,q_roll,data_quality_confidence,quality_weighted_direction,option_direction,option_direction_score,put_skew_slow_training_observations,dte,maturity_method,causal_calibration_raw_slope,causal_calibration_slope,calibration_observations,calibrated_mu_adjustment_KODEX200,ablation_component
2007-04,2007-03,2007-03-30,2007-02-28,0.04111705198824561,0.07142857142857145,0.00987838675995914,-0.07137348572781083,0.024780268864900805,-0.3624917300902368,0.777125123697005,-0.24691473708991088,1.6787680095962547,-1.2489539864488872,0.2651051933035471,0.21490701157368375,-0.24000610243861542,0.03354287561556152,-0.7478322767241296,0.6382978723404256,0.2975548677282183,0.9815971265763669,0.9246323529411764,1.0,0.17238235910892227,-0.04137281813890619,-0.04137281813890619,-0.039729112780997874,779.0,13.0,nearest_listed_proxy,-0.06354889230117679,0.0,12,-0.0,pure_direction_quality_causal_calibration
2007-05,2007-04,2007-04-30,2007-03-31,0.01911071848273993,0.2375601926163724,0.000546119671421187,-0.02407774061653326,-0.011144123889505635,0.07589259724994019,0.0758228543653452,-0.09263169540164441,-0.638291037086587,0.2586666737217645,-0.00840442051814961,-0.18981218168241124,0.09910830110028042,0.028816318550026022,-0.9429334641739963,0.6,0.3361231359446684,0.96582914122338,0.909375,1.0,0.17713034670527217,0.017555087735263177,0.017555087735263177,0.01725222343916035,795.0,10.0,nearest_listed_proxy,-0.08010301128822646,0.0,13,0.0,pure_direction_quality_causal_calibration
2007-06,2007-05,2007-05-31,2007-04-30,0.015086891326439367,0.2062466343564889,-0.01104188870064804,-0.16223932596447443,-0.004604422900022689,-0.3555515882188816,-0.8168040687896546,-0.5520899945209995,-0.21512907744048407,-1.2465587249267474,-0.684447031655327,-0.7308439011836158,0.7076454664194713,0.025722888037744453,-1.0830777839056567,0.6521739130434783,0.4225868266598423,0.9629157459842681,0.8426334132855873,1.0,0.22361778563161427,0.15824211221297305,0.15824211221297305,0.13662265474930002,811.0,14.0,nearest_listed_proxy,-0.035506512042127354,0.0,14,0.0,pure_direction_quality_causal_calibration
2007-07,2007-06,2007-06-29,2007-05-31,0.041414546738811564,0.3295154185022027,0.01974717719354973,0.30761095616946255,0.01241252542218639,0.003426431444733008,1.5366665757988691,1.0431825036599134,0.8782946502307293,0.02505042536858861,1.2899245397293913,0.45167253779965894,-0.8707985387645251,0.0327052753941371,-0.7521733679311149,0.6382978723404256,0.3701500573893195,0.9421073733586763,0.9066666666666667,1.0,0.20181306115286662,-0.175738518755512,-0.175738518755512,-0.14947075047054387,826.0,13.0,nearest_listed_proxy,-0.03136716361290354,0.0,15,-0.0,pure_direction_quality_causal_calibration
2007-08,2007-07,2007-07-31,2007-06-30,0.011880201448384087,-0.00664238268695091,0.0030386448125753994,-0.1934470528468443,-0.03385151855705864,-0.3824956053727553,0.26416779255773226,-0.6554897059915954,-2.1056100506145636,-1.3296492033654943,-0.19566095671693157,-1.7176296269900289,0.9566452918534802,0.07970461876321379,0.468843348188467,0.5882352941176471,0.42189222949028476,0.9332392927778633,0.875978845254792,1.0,0.20288000139254156,0.1940841981434024,0.1940841981434024,0.16253811786905,842.0,9.0,nearest_listed_proxy,-0.12871910169901898,0.0,16,0.0,pure_direction_quality_causal_calibration
2007-09,2007-08,2007-08-31,2007-07-31,0.013675134036821024,0.0878552971576228,-0.028735011001830554,-0.13116806129370942,-0.02590382335046185,-0.03785567343049525,-1.9733796563550114,-0.4510096058239974,-1.5641826947145236,-0.12333028656344551,-1.2121946310895044,-0.8437564906389846,1.0279755608642445,0.10459564406662625,0.8273506822140199,0.6382978723404256,0.5912727709865238,0.954479351241937,0.8222498814604078,1.0,0.296197666927316,0.3044839627862883,0.3044839627862883,0.2334133431092027,859.0,13.0,nearest_listed_proxy,-0.14654372635073196,0.0,17,0.0,pure_direction_quality_causal_calibration
2007-10,2007-09,2007-09-28,2007-08-31,0.02162978152960668,0.350431824129809,-0.03918661700602821,-0.0484032745340191,-0.04113756760187523,-0.004911495465371549,-2.640539370476958,-0.17051187055870448,-2.4575957567390088,-0.011916945459706115,-1.4055256205178313,-1.2347563510993573,1.3201409858085942,0.043715640707087895,-0.3719030358478376,0.6382978723404256,0.40619774229186384,0.9757089235318009,0.8520833333333333,1.0,0.21555755532700896,0.28456636358788817,0.28456636358788817,0.22152717964144214,871.0,13.0,nearest_listed_proxy,-0.08400454543680097,0.0,18,0.0,pure_direction_quality_causal_calibration
2007-11,2007-10,2007-10-31,2007-09-30,0.032061132196980424,0.33239962651727356,-0.017200255622118327,-0.11026286370011178,0.006159336156795149,-0.03259612266526894,-1.1474475266924657,-0.38672469636197987,0.4556378502856838,-0.11006597248758573,-0.7670861115272228,0.17278593889904903,0.2971500863140869,0.1077354893048906,0.8676793136968508,0.5769230769230769,0.4390932568608037,0.9627861864713316,0.8291749011857708,1.0,0.20223237262851748,0.060093366982066555,0.060093366982066555,0.056686862547912865,888.0,8.0,nearest_listed_proxy,-0.030884743948406203,0.0,19,0.0,pure_direction_quality_causal_calibration
2007-12,2007-11,2007-11-30,2007-10-31,0.01562976383178155,0.2752560374257175,-0.015335877952805096,0.19137750798816974,-0.027407462437397744,-0.03471519946466916,-1.009979176360202,0.6794401020214215,-1.5926238157375847,-0.11911302648833001,-0.16526953716939025,-0.8558684211129574,0.5105689791411738,0.09403840328236546,0.6693401275088415,0.6382978723404256,0.4236012848309652,0.9774779241718864,0.8150400246305419,1.0,0.2154103467203086,0.10998184082143427,0.10998184082143427,0.09908436046128734,905.0,13.0,nearest_listed_proxy,-0.04632974567732448,0.0,20,0.0,pure_direction_quality_causal_calibration
2008-01,2007-12,2007-12-28,2007-11-30,0.03208138480948464,0.15282791817087826,0.014778043767601745,0.01035144422191589,0.01174272773027002,-0.3051970693807788,1.0339567047831844,0.040905429351568386,0.7997325359234044,-1.0974411670750617,0.5374310670673764,-0.14885431557582862,-0.1942883757457739,0.05013344862798417,-0.20217310255030618,0.6382978723404256,0.3346264253738237,0.9217538813473013,0.8775,1.0,0.17276100868529198,-0.033565455769666915,-0.033565455769666915,-0.03247540403202782,918.0,13.0,nearest_listed_proxy,-0.05235856071476701,0.0,21,-0.0,pure_direction_quality_causal_calibration
2008-02,2008-01,2008-01-31,2007-12-31,0.05447858723959853,0.04639684106614024,0.025674353941411696,-0.05483903287073336,0.047607628612049466,-0.005954375558025485,1.7331293768310083,-0.1965848617593557,2.938415667465248,0.0020547012905866202,0.7682722575358263,1.4702351843779173,-1.1192537209568718,0.07676592740595317,0.3874436737485407,0.6521739130434783,0.42662604015358124,0.9673039356623804,0.7989171996662959,1.0,0.21501834216021834,-0.2406600795368022,-0.2406600795368022,-0.19397745079913603,934.0,14.0,nearest_listed_proxy,-0.020308057830707014,0.0,22,-0.0,pure_direction_quality_causal_calibration
2008-03,2008-02,2008-02-29,2008-01-31,0.043589560707846364,0.15088150881508827,0.003389214124790373,-0.01848963240269543,0.022935896824285894,0.2525353201209281,0.25233377203887897,-0.07042331407506638,1.4336836505647157,0.9418238199393518,0.09095522898190629,1.1877537352520338,-0.63935448211697,0.07279109177114007,0.3116081640347689,0.6382978723404256,0.45982477764977775,0.975614564043059,0.8883101851851851,1.0,0.254365778747001,-0.1626299007390686,-0.1626299007390686,-0.1398810581386965,948.0,13.0,nearest_listed_proxy,-0.01694677905426411,0.0,23,-0.0,pure_direction_quality_causal_calibration
2008-04,2008-03,2008-03-31,2008-02-29,0.04190316228677393,0.017737714451875674,0.025022335135534982,-0.16329303547686652,0.005039523691330462,-0.14560405937069082,1.6833015096228112,-0.5993504162314135,0.37339261238792637,-0.5380855634795285,0.5419755466956988,-0.08234647554580107,-0.22981453557494885,0.06648679188586556,0.1825463773961692,0.6,0.33725454282038003,0.955436025872257,0.8871635610766045,1.0,0.17151984165553796,-0.03941775275195623,-0.03941775275195623,-0.037922916601716705,963.0,10.0,nearest_listed_proxy,-0.02228830028001493,0.0,24,-0.0,pure_direction_quality_causal_calibration
2008-05,2008-04,2008-04-30,2008-03-31,0.006966687598556925,0.2909090909090909,0.005797040528341852,0.128246433583313,0.004091054864238251,0.22348979021882281,0.4182539767674421,0.4705988914000031,0.32774084913999646,0.8393739721595395,0.4444264340837226,0.583557410649768,-0.5139919223667453,0.03399863899239008,-0.7579469661238903,0.5769230769230769,0.361510138972727,0.9464952034841206,0.8682793522267207,1.0,0.17140215748651766,-0.08809932442430284,-0.08809932442430284,-0.08096625229586911,980.0,8.0,nearest_listed_proxy,-0.03416327469665167,0.0,25,-0.0,pure_direction_quality_causal_calibration
2008-06,2008-05,2008-05-30,2008-04-30,0.02005855464792705,-0.0812816188870153,-0.0029934480088022186,-0.1886046596302942,0.01844986211954884,-0.22776961125053674,-0.17002334314393852,-0.6983778877641077,1.1769702556564847,-0.8525798926659098,-0.4342006154540231,0.16219518149528744,0.13600271697936783,0.03696239653872688,-0.6372124227245244,0.6382978723404256,0.408598965440458,0.9697667401492197,0.8813218390804598,1.0,0.22290636853309367,0.030315871752505004,0.030315871752505004,0.029423861733722047,995.0,13.0,nearest_listed_proxy,-0.027961786158178573,0.0,26,0.0,pure_direction_quality_causal_calibration
2008-07,2008-06,2008-06-30,2008-05-31,0.008428439152122602,0.017647058823529446,-0.019161492069169863,-0.07451501260841811,-0.004920100890173477,-0.10944057092529305,-1.2552726994746648,-0.2771939987573508,-0.22933196429574412,-0.40103298260837167,-0.7662333491160078,-0.3151824734520579,0.5407079112840328,0.06101483512103005,0.07576144856267088,0.6,0.3033972693986729,0.9723945323426856,0.8495200451722191,1.0,0.15037618310885315,0.08130959187565324,0.08130959187565324,0.07519547822988659,1011.0,10.0,nearest_listed_proxy,-0.03732937188418003,0.0,27,0.0,pure_direction_quality_causal_calibration
2008-08,2008-07,2008-07-31,2008-06-30,0.01708179450280073,0.013023583245336473,0.031784769020900876,-0.15899040095421516,0.0055534583257788525,0.043997332261331915,2.1699525026756037,-0.6001001761452323,0.4155883946811717,0.17455668244461342,0.7849261632651857,0.29507253856289256,-0.5399993509140392,0.044378546145108125,-0.3786268680129619,0.6521739130434783,0.4466863202041173,0.9747836316603142,0.8795944478908189,1.0,0.24977949475582314,-0.13488076503978114,-0.13488076503978114,-0.11885016399502826,1029.0,14.0,nearest_listed_proxy,-0.05028252897576415,0.0,28,-0.0,pure_direction_quality_causal_calibration
2008-09,2008-08,2008-08-29,2008-07-31,0.010703431316653966,-0.032090761750405296,-0.00552906887369796,-0.180796033471071,0.02056757762174047,-0.1694742429695986,-0.3355232173237656,-0.6857789977172631,1.3177583576453402,-0.63961626304001,-0.5106511075205143,0.33907104730266513,0.08579003010892461,0.060653356745105164,0.06867909388425719,0.6382978723404256,0.47531674967961635,0.9708391855967622,0.8669354838709677,1.0,0.255352780862089,0.021906722758556246,0.021906722758556246,0.021437106020225388,1044.0,13.0,nearest_listed_proxy,-0.01846980331218517,0.0,29,0.0,pure_direction_quality_causal_calibration
2008-10,2008-09,2008-09-30,2008-08-31,0.07612629226074813,-0.15653941721255932,0.052597797211350425,-0.17783252117227144,0.04995639604499119,-0.1774874588538904,3.554825275859765,-0.6797245723673169,3.068664391079637,-0.6750971168179046,1.437550351746224,1.1967836371308662,-1.3171669944385451,0.1312472797988825,1.1702937492365055,0.5882352941176471,0.35896068307203455,0.9582212351661155,0.8609307359307359,1.0,0.17419350803189065,-0.229441939425072,-0.229441939425072,-0.18662283436692154,1060.0,9.0,nearest_listed_proxy,-0.01830636433879447,0.0,30,-0.0,pure_direction_quality_causal_calibration
2008-11,2008-10,2008-10-31,2008-09-30,0.07897278463488033,0.09360331339162445,-0.03344352145921189,0.07513718635259221,-0.011752511142188546,0.2805197010871935,-2.1202265022379674,0.2789058335053597,-0.58879312602025,1.0851488475763782,-0.9206603343663038,0.24817786077806409,0.3362412367941199,0.7045206759941216,3.5070200048472344,0.6382978723404256,0.8460803028278614,0.9506726191029133,0.7591236283096748,1.0,0.38974313703326735,0.13104771442808597,0.13104771442808597,0.11586400180681168,1072.0,13.0,nearest_listed_proxy,0.08787070970816133,0.08787070970816133,31,0.010181052068392229,pure_direction_quality_causal_calibration
2008-12,2008-11,2008-11-28,2008-10-31,0.08493297374171282,0.21095208462974485,-0.007344476308493712,0.171394563096695,-0.017393600459137838,0.22708665008416104,-0.3787531575124297,0.6507986815374962,-0.8508235829585692,0.8733446665632083,0.13602276201253324,0.011260541802319557,-0.0736416519074264,0.2851669416039537,2.1278706949486788,0.6382978723404256,0.9642685542259944,0.9777592364675152,0.8665377176015474,1.0,0.5214837731112558,-0.03840292649483043,-0.03840292649483043,-0.03698268322919794,1087.0,13.0,nearest_listed_proxy,0.07076502306881538,0.07076502306881538,32,-0.002617080431860884,pure_direction_quality_causal_calibration
2009-01,2008-12,2008-12-30,2008-11-30,0.052190006015192136,0.2175483870967742,0.03382669107213969,0.22571276882215646,-0.023314521032868823,0.14963905014089207,1.8973857581060252,0.8643906469189351,-0.9923178510458454,0.575575731163987,1.3808882025124802,-0.2083710599409292,-0.5862585712857755,0.18368547869296922,1.4846504702754333,0.5882352941176471,0.6994824406617945,0.9397359698075648,0.8181259600614439,1.0,0.3163398609079404,-0.1854569548966301,-0.1854569548966301,-0.15644343232420588,1103.0,9.0,nearest_listed_proxy,0.06551092899195429,0.06551092899195429,33,-0.010248754586248658,pure_direction_quality_causal_calibration
2009-02,2009-01,2009-01-30,2008-12-31,0.024243276598255092,0.13044959128065403,-0.021919509691813503,-0.10716244224071124,0.031689055340290206,-0.046594140396059365,-1.151103598190029,-0.43073424037855407,1.5178527890886828,-0.19582240236194756,-0.7909189192842916,0.6610151933633677,0.06495186296046196,0.18007157677224417,1.436854486585588,0.6382978723404256,0.6020822050556717,0.9881841580125089,0.8668091168091168,1.0,0.3291853854679386,0.021381204045500393,0.021381204045500393,0.02093361808579738,1117.0,13.0,nearest_listed_proxy,0.057430063452463063,0.057430063452463063,34,0.0012022190149569719,pure_direction_quality_causal_calibration
2009-03,2009-02,2009-02-27,2009-01-31,0.08036141793366602,0.32330554548749557,-0.011711413350745496,0.05237556283016762,0.025771369679955577,0.11757515393310725,-0.605347182101645,0.1914920323446945,1.2247440180850806,0.45272171201889877,-0.20692757487847524,0.8387328650519896,-0.3159026450867572,0.2045740543984784,1.5827886090114756,0.6382978723404256,0.7763477996811835,0.9652472152480028,0.8585317460317461,1.0,0.41065265909734383,-0.1297262612207613,-0.1297262612207613,-0.11482981822568372,1132.0,13.0,nearest_listed_proxy,0.05165506946105663,0.05165506946105663,35,-0.005931542236648199,pure_direction_quality_causal_calibration
2009-04,2009-03,2009-03-31,2009-02-28,0.003703456408232386,0.34995266645629536,-0.03227908946014046,0.26954752230543544,-0.01879908168457726,0.06801432929190968,-1.6949996877015425,1.0539677418816291,-0.7882195997438604,0.2627364314143301,-0.3205159729099567,-0.2627415841647651,0.2916287785373609,0.1294692560521291,0.9628207047871463,0.5882352941176471,0.4952908594367735,0.9839766010844911,0.8804347826086957,1.0,0.2524023269166358,0.07360778229868614,0.07360778229868614,0.06856114822592434,1149.0,9.0,nearest_listed_proxy,0.0075111989781392954,0.0075111989781392954,36,0.0005149764264946197,pure_direction_quality_causal_calibration
2009-05,2009-04,2009-04-30,2009-03-31,0.018512181661225757,0.192610539067232,-0.000767329547324253,-0.010695899128274048,0.009199775550559274,0.13092189175221217,-0.01713983805195878,-0.05355338089485051,0.46680893335583334,0.5184697126931402,-0.03534660947340464,0.49263932302448676,-0.22864635677554107,0.06937899968051993,0.13124533742857303,0.6521739130434783,0.5769966078444756,0.9595016673421118,0.8678571428571429,1.0,0.3133506926283462,-0.07164649426256375,-0.07164649426256375,-0.06685646306515111,1166.0,14.0,nearest_listed_proxy,0.03150017592957185,0.03150017592957185,37,-0.0021059903485811824,pure_direction_quality_causal_calibration
2009-06,2009-05,2009-05-29,2009-04-30,0.07385469405102546,0.42778325123152716,0.01826347848576797,0.14038019601092663,0.045411789675314465,0.2567535918410194,0.9818518833524021,0.5435931373020982,2.084344536152753,1.0271744816752058,0.7627225103272501,1.5557595089139795,-1.1592410096206147,0.11212828295508656,0.7672978366701229,0.6382978723404256,0.6644005005428467,0.976503026210895,0.8341776902148419,1.0,0.34545025044946315,-0.40046009710472985,-0.40046009710472985,-0.28594895201414827,1180.0,13.0,nearest_listed_proxy,0.031537113063792345,0.031537113063792345,38,-0.009018004430143126,pure_direction_quality_causal_calibration
2009-07,2009-06,2009-06-30,2009-05-31,0.03526395260433507,0.1812216052498737,0.0049782761976465625,0.03850780042166152,-0.012521154001608574,-0.024221955468035766,0.28441964880102144,0.14196518474960237,-0.5349306174442092,-0.10282647703282811,0.21319241677531192,-0.31887854723851866,0.05284306523160337,0.0628446442981831,-0.00798363537204153,0.5882352941176471,0.3255490461492965,0.9627393188109519,0.9166666666666667,1.0,0.16900036942267732,0.008930497545567606,0.008930497545567606,0.008851449695784686,1197.0,9.0,nearest_listed_proxy,0.027135307999950793,0.027135307999950793,39,0.0002401868137411882,pure_direction_quality_causal_calibration
2009-08,2009-07,2009-07-31,2009-06-30,0.015569526789851296,0.38671875,0.0067058926511699805,0.03395020475711154,-0.003735813556316891,0.2571894840696884,0.380349347074191,0.12057889064410467,-0.12847619247035869,1.0378525688926705,0.2504641188591478,0.4546881882111559,-0.35257615353515187,0.03483080444820981,-0.7959689927195549,0.6382978723404256,0.3547376355449728,0.9781000102462056,0.8690476190476191,1.0,0.19246754256969184,-0.06785946583958505,-0.06785946583958505,-0.06354718763131606,1215.0,13.0,nearest_listed_proxy,0.03346454647967914,0.03346454647967914,40,-0.0021265778141410677,pure_direction_quality_causal_calibration
2009-09,2009-08,2009-08-31,2009-07-31,0.032595118601613515,0.030892448512585713,0.006837428811997831,-0.31228151280284255,0.007410988283123118,-0.37690230258506585,0.38845890738734706,-1.2738409643602486,0.3754525561162012,-1.5374803034330156,-0.4426910284864508,-0.5810138736584072,0.5118524510724289,0.03729349417758277,-0.7020323357359337,0.6,0.658614411396691,0.9667448394531414,0.8879411764705882,1.0,0.3392177258481873,0.17362942442260992,0.17362942442260992,0.1479422897973356,1231.0,10.0,nearest_listed_proxy,0.032414774761711035,0.032414774761711035,41,0.004795516001512414,pure_direction_quality_causal_calibration
2009-10,2009-09,2009-09-30,2009-08-31,-0.07476846244642268,0.4043076923076923,-0.09999635969774064,0.3412806755822236,-0.08592750175200779,0.08970319627259234,-5.396238966293957,1.3701212305954356,-3.871577414049447,0.3668020838075672,-2.013058867849261,-1.7523876651209398,1.8827232664851004,0.03803033412397207,-0.6707255764513763,0.5769230769230769,0.4681914398992396,0.9448537260208173,0.846316855187823,1.0,0.21599263892321047,0.40665436669024363,0.40665436669024363,0.2890933098562599,1248.0,8.0,nearest_listed_proxy,0.048846078281401986,0.048846078281401986,42,0.014121074443868472,pure_direction_quality_causal_calibration
2009-11,2009-10,2009-10-30,2009-09-30,0.04058821056433376,0.15942028985507234,0.015592467884180443,-0.1275892403583148,-0.002650753320620685,-0.01273829813760452,0.8508656092750679,-0.5320553213553187,-0.07420908570958835,-0.04883189036923872,0.1594051439598746,-0.06152048803941354,-0.04894232796023053,0.0500190146459789,-0.2968785825695418,0.6382978723404256,0.3124987962029399,0.9392199377532596,0.8106060606060606,1.0,0.15186192307153404,-0.007432476043638318,-0.007432476043638318,-0.007377641896980468,1265.0,13.0,nearest_listed_proxy,0.002203655579385904,0.002203655579385904,43,-1.625778172899221e-05,pure_direction_quality_causal_calibration
